,Restaurant Name,Inspection Type,Inspection Date,Inspection Score,Street Number,Street Name,Street Unit,Zip,Street Address,Inspection Month,Inspection Year,Lat,Long,Type,Rating,Rating Count
1270,EAST GATE BAPTIST CHURCH,Routine,8/29/2019,87,6960,POLK,,75232,6960 S POLK ST,8/1/2019,FY2019,32.6637506,-96.8389943,,,
1271,EAST GRAND CANTINA,Routine,6/20/2019,92,5623,GRAND,,75223,5623 E GRAND AVE,6/1/2019,FY2019,32.794453,-96.7468975,Bar,3.8,8
1272,EAST HAMPTON SANDWICH CO,Routine,11/26/2019,86,3888,OAK LAWN,#100,75219,3888 OAK LAWN AVE #100,11/1/2019,FY2020,32.8159746,-96.8013608,,,
1273,EAST HAMPTON SANDWICH CO.,Routine,12/11/2019,91,200,CRESCENT,#100,75201,200 CRESCENT CT #100,12/1/2019,FY2020,32.7936538,-96.8039079,Cafe,4.4,335
1274,EAST HAMPTON SANDWICH CO.,Routine,3/21/2019,91,12300,INWOOD,#180,75244,12300 INWOOD RD #180,3/1/2019,FY2019,32.9154364,-96.817278,Meal_Delivery,4,292
1275,EASTRIDGE DQ,Routine,11/12/2019,87,6445,EASTRIDGE,,75231,6445 EASTRIDGE DR,11/1/2019,FY2020,32.8624718,-96.7481669,Restaurant,3.8,233
1276,EASTWOOD'S BAR,Follow-up,7/19/2019,91,3407,MCKINNEY,,75204,3407 MCKINNEY AVE,7/1/2019,FY2019,32.8054221,-96.7989539,Restaurant,4.3,12
1277,EASY SHOP,Routine,1/25/2019,80,1028,CAMP WISDOM,,75232,1028 W CAMP WISDOM RD,1/1/2019,FY2019,32.661389,-96.8390551,,,
1278,EASY SLIDER,Routine,11/14/2019,91,2701,MAIN,#110,75226,2701 MAIN ST #110,11/1/2019,FY2020,32.7840448,-96.7840816,Bar,4.6,558
1279,EASY SLIDER,Routine,7/30/2019,95,4902,GREENVILLE,,75206,4902 GREENVILLE AVE,7/1/2019,FY2019,32.8469825,-96.7697079,Restaurant,4.6,275
1280,EAT ZONE,Routine,8/19/2019,80,3003,ILLINOIS,1,75216,3003 E ILLINOIS AVE STE 1,8/1/2019,FY2019,32.7171343,-96.7762941,Restaurant,4.3,61
1281,EATZI'S,Routine,6/19/2019,87,3403,OAK LAWN,,75219,3403 OAK LAWN AVE,6/1/2019,FY2019,32.8116132,-96.8065904,Bakery,4.6,1988
1282,EATZI'S,Routine,2/21/2019,94,6025,ROYAL,#208,75230,6025 ROYAL LN #208,2/1/2019,FY2019,32.8957857,-96.80207,Bar,4.4,885
1283,EBB & FLOW,Routine,9/24/2019,99,2651,COMMERCE,#100,75226,2651 COMMERCE ST #100,9/1/2019,FY2019,32.7831622,-96.784247,Bar,4.5,1385
1284,EDDIE DEEN,Routine,9/12/2019,100,1724,COCKRELL,,75215,1724 COCKRELL AVE,9/1/2019,FY2019,32.7664477,-96.7914431,,,
1285,EDDIE V'S PRIME SEAFOOD,Routine,9/11/2019,92,4023,OAK LAWN,#110,75219,4023 OAK LAWN AVE #110,9/1/2019,FY2019,32.8179976,-96.8028656,Bar,4.7,970
1286,EDDIE'S BACK BAR,Routine,1/6/2018,94,1112,RIVERFRONT,,75207,1112 N RIVERFRONT BLVD,1/1/2018,FY2018,32.7874616,-96.8181702,,,
1287,EDELIN'S SHAKES & CAKES,Routine,12/6/2019,89,11200,HARRY HINES,#S3,75229,11200 HARRY HINES BLVD #S3,12/1/2019,FY2020,32.8893179,-96.887467,Restaurant,3.6,16
1288,EDGEMERE KITCHEN,Routine,6/25/2019,89,8523,THACKERY,,75225,8523 THACKERY ST,6/1/2019,FY2019,32.8665938,-96.7925441,,,
1289,EDIBLE ALOFT,Routine,6/27/2019,95,1033,YOUNG,50,75202,1033 YOUNG ST STE 50,6/1/2019,FY2019,32.7771651,-96.8010676,,,
1290,EDIBLE ARRANGEMENTS,Routine,10/10/2019,87,800,ROSS,#101,75202,800 ROSS AVE #101,10/1/2019,FY2020,32.7816069,-96.8055356,,,
1291,EDIBLE ARRANGEMENTS,Routine,12/3/2018,92,18101,PRESTON,#209,75252,18101 PRESTON RD #209,12/1/2018,FY2019,32.9987735,-96.7990149,Restaurant,4.7,126
1292,EDITH PATISSERIE,Routine,11/29/2018,82,5331,MOCKINGBIRD,#160,75206,5331 E MOCKINGBIRD LN #160,11/1/2018,FY2019,32.8376887,-96.7762529,Restaurant,4.4,39
1293,EDOHANA SUSHI,Routine,2/28/2019,93,3839,MCKINNEY,#130,75204,3839 MCKINNEY AVE #130,2/1/2019,FY2019,32.8096237,-96.796296,,,
1294,EDOHANA SUSHI,Routine,8/14/2018,92,3839,MCKINNEY,#130,75204,3839 MCKINNEY AVE STE #130,8/1/2018,FY2018,32.8096237,-96.796296,,,
1295,EGG ROLL EXPRESS,Routine,10/15/2019,80,3611,FOREST,,75234,3611 FOREST LN,10/1/2019,FY2020,32.9100467,-96.85832,Restaurant,4,203
1296,EGG ROLL EXPRESS,Routine,8/26/2019,85,14050,PEYTON,,75240,14050 PEYTON DR,8/1/2019,FY2019,32.9393243,-96.7701863,,,
1297,EGG ROLL HUT,Follow-up,11/5/2019,87,4509,COLUMBIA,,75226,4509 COLUMBIA AVE,11/1/2019,FY2020,32.7923925,-96.7677584,Meal_Delivery,4,462
1298,EGG ROLL YEH'S,Routine,10/24/2019,85,10518,NORTHWEST,,75238,10518 E NORTHWEST HWY,10/1/2019,FY2020,32.863958,-96.7029557,Meal_Delivery,3.4,98
1299,EGGSELLENT CAFE II,Routine,10/31/2019,91,4218,LEMMON,,75219,4218 LEMMON AVE,10/1/2019,FY2020,32.8165956,-96.8104554,Restaurant,3,2
1300,EGYPTIAN RESTAURANT,Routine,9/11/2019,94,5610,MOCKINGBIRD,,75206,5610 E MOCKINGBIRD LN,9/1/2019,FY2019,32.8362477,-96.7716714,Bar,4.4,1398
1301,EGYPTIAN RESTAURANT,Routine,9/11/2019,97,5614,MOCKINGBIRD,,75206,5614 E MOCKINGBIRD LN,9/1/2019,FY2019,32.8362337,-96.771525,Bar,4.4,1398
1302,EIGHT BELLS ALEHOUSE,Routine,2/26/2019,97,831,EXPOSITION,#C,75226,831 EXPOSITION AVE #C,2/1/2019,FY2019,32.7821042,-96.766904,Bar,4.3,724
1303,EIGHTEEN NINETY MARKETPLACE,Routine,2/26/2019,98,2642,MAIN,#150,75226,2642 MAIN ST #150,2/1/2019,FY2019,32.7834028,-96.7846655,Bar,4.5,1385
1304,EIGHTY TWENTY ROOF BAR,Routine,10/29/2018,82,2008,GREENVILLE,,75206,2008 GREENVILLE AVE,10/1/2018,FY2019,32.8141897,-96.7700374,Bar,4.5,1801
1305,EINSTEIN BROS BAGELS,Routine,10/7/2019,83,6011,ROYAL,,75230,6011 ROYAL LN,10/1/2019,FY2020,32.8951268,-96.8033047,Restaurant,4.2,298
1306,EJ WILLS GASTRO PUB,Routine,2/1/2018,91,18208,PRESTON,#D3,75252,18208 PRESTON RD #D3,2/1/2018,FY2018,32.999857,-96.7937631,,,
1307,EL ANTOJO PRODUCE,Routine,2/14/2019,85,210,IRA,,75211,210 N IRA AVE,2/1/2019,FY2019,32.7472224,-96.9164335,Restaurant,4.4,381
1308,EL BOLERO,Routine,8/19/2019,85,1201,OAK LAWN,#160,75207,1201 OAK LAWN AVE #160,8/1/2019,FY2019,32.7932073,-96.8231258,Bar,4.2,671
1309,EL BOLERO,Routine,7/17/2019,80,2722,FITZHUGH,,75206,2722 N FITZHUGH AVE,7/1/2019,FY2019,32.8147758,-96.7859041,,,
1310,EL BORRACHO TAQUERIA Y SPORTS BAR,Routine,11/16/2017,80,2210,LOMBARDY,,75220,2210 LOMBARDY LN,11/1/2017,FY2018,32.8664701,-96.9050276,,,
1311,EL BOTANERO BAR,Routine,7/5/2019,88,3049,NORTHWEST,,75220,3049 W NORTHWEST HWY,7/1/2019,FY2019,32.8555454,-96.8693957,Bar,4.1,87
1312,EL CALENTANO TORTERIA & TAQUERIA,Follow-up,10/31/2019,80,2742,EWING,,75216,2742 S EWING AVE,10/1/2019,FY2020,32.713414,-96.810628,Restaurant,4.2,97
1313,EL CANTANTE COCINA MEXICANA,Follow-up,9/26/2017,84,4314,LIVE OAK,,75204,4314 LIVE OAK ST,9/1/2017,FY2017,32.7984535,-96.7769466,Restaurant,4.3,42
1314,EL CENTRO FSI,Routine,12/2/2019,86,801,MAIN,,75202,801 MAIN ST,12/1/2019,FY2020,32.7797883,-96.805209,,,
1315,EL CENTRO SUPERMARKET,Routine,10/16/2018,88,8231,PARK,,75231,8231 PARK LN,10/1/2018,FY2019,32.8718968,-96.7631983,Spa,5,7
1316,EL CHAROLAZO,Routine,10/19/2017,100,11200,HARRY HINES,#WXZ,75229,11200 HARRY HINES BLVD #WXZ,10/1/2017,FY2018,32.8893179,-96.887467,Restaurant,3.6,16
1317,EL CHIROLO,Routine,12/31/2019,92,2244,GUS THOMASSON,,75228,2244 GUS THOMASSON RD,12/1/2019,FY2020,32.8343212,-96.6768511,Restaurant,4.7,38
1318,EL CORAZON DE TEJAS,Routine,3/28/2017,81,110,DAVIS,,75208,110 W DAVIS ST,3/1/2017,FY2017,32.7493004,-96.8234969,,,
1319,EL CRISTAL BAR,Routine,12/26/2019,86,10523,HARRY HINES,,75220,10523 HARRY HINES BLVD,12/1/2019,FY2020,32.8674759,-96.8825339,,,
1320,EL DISTRICTO,Routine,11/9/2017,80,7402,GREENVILLE,#320,75252,7402 GREENVILLE AVE #320,11/1/2017,FY2018,32.8804472,-96.7587663,Restaurant,5,1
1321,EL EMPERADOR,Routine,10/22/2019,90,10229,HARRY HINES,,75220,10229 HARRY HINES BLVD,10/1/2019,FY2020,32.8627925,-96.8813913,Restaurant,5,1
1322,EL FENIX,Routine,12/11/2019,93,120,COLORADO,,75203,120 E COLORADO BLVD,12/1/2019,FY2020,32.7584687,-96.8219917,Bar,4,1339
1323,EL FENIX,Routine,12/26/2019,93,255,CASA LINDA PLAZA,,75218,255 CASA LINDA PLAZA,12/1/2019,FY2020,32.8330268,-96.7006992,Bar,4.3,1061
1324,EL FENIX,Routine,12/16/2019,86,6811,NORTHWEST,,75225,6811 W NORTHWEST HWY,12/1/2019,FY2020,32.866197,-96.788269,Bar,4.2,497
1325,EL FENIX,Routine,9/23/2019,90,5622,LEMMON,,75209,5622 LEMMON AVE,9/1/2019,FY2019,32.829429,-96.8251452,Bar,4.1,863
1326,EL FENIX,Routine,7/15/2019,81,1601,MCKINNEY,,75202,1601 MCKINNEY AVE,7/1/2019,FY2019,32.7874404,-96.8048568,Bar,4.2,3177
1327,EL FENIX,Routine,7/8/2019,93,240,WEBB CHAPEL VILLAGE,,75229,240 WEBB CHAPEL VILLAGE S/C,7/1/2019,FY2019,32.9088152,-96.8711142,Restaurant,4.6,368
1328,EL FENIX,Routine,2/15/2019,92,9090,SKILLMAN,#158,75243,9090 SKILLMAN ST #158,2/1/2019,FY2019,32.8972395,-96.7202727,Restaurant,4.5,266
1329,EL GLOBO TAQUERIA,Routine,8/8/2019,80,212,LLEWELLYN,,75208,212 S LLEWELLYN AVE,8/1/2019,FY2019,32.7436464,-96.8319363,Restaurant,4.1,169
1330,EL GORDO,Routine,11/25/2019,99,4841,BERNAL,,75212,4841 BERNAL DR,11/1/2019,FY2020,32.7844588,-96.9002494,Restaurant,4.8,24
1331,EL GRANERO NIGHT CLUB,Routine,10/17/2017,96,1906,HARWOOD,,75215,1906 S HARWOOD ST,10/1/2017,FY2018,32.7726428,-96.7835604,,,
1332,EL GUERRERENSE,Routine,1/11/2020,95,2215,OATES,#C,75228,2215 OATES DR STE #C,1/1/2020,FY2020,32.8218047,-96.6775535,Restaurant,4.3,12
1333,EL HOYO,Routine,8/15/2019,73,4822,GASTON,,75246,4822 GASTON AVE,8/1/2019,FY2019,32.7991656,-96.7696948,Restaurant,4,1
1334,EL HUARACHE RESTAIRANT,Routine,12/18/2019,80,3237,NORTHWEST,#102,75220,3237 W NORTHWEST HWY #102,12/1/2019,FY2020,32.8562641,-96.8658746,Restaurant,3.7,258
1335,EL INFIERNO,Routine,1/24/2019,97,4734,MAPLE,,75219,4734 MAPLE AVE,1/1/2019,FY2019,32.814761,-96.8261092,Bar,3.8,15
1336,EL JALE CLUB,Routine,4/29/2019,98,1910,HARWOOD,,75215,1910 S HARWOOD ST,4/1/2019,FY2019,32.7725134,-96.7835185,,,
1337,EL JIMADOR CLUB,Routine,9/25/2019,97,9745,HARRY HINES,,75220,9745 HARRY HINES BLVD,9/1/2019,FY2019,32.8528151,-96.8788959,,,
1338,EL JORDAN CAFE,Routine,11/21/2019,84,416,BISHOP,,75208,416 N BISHOP AVE,11/1/2019,FY2020,32.748796,-96.8281964,Restaurant,4.5,689
1339,EL KALENTANO,Routine,9/12/2019,98,4614,MAPLE,,75219,4614 MAPLE AVE,9/1/2019,FY2019,32.8131332,-96.8241509,,,
1340,EL KIOSKO,Routine,2/16/2017,100,13331,PRESTON,#110,75240,13331 PRESTON RD #110,2/1/2017,FY2017,32.9293307,-96.804054,,,
1341,EL MARINERO AMERI-MEX AND SALVIDORIAN RESTAURANT,Routine,8/15/2019,91,5012,SHARP,,75247,5012 SHARP ST,8/1/2019,FY2019,32.8085339,-96.8713516,,,
1342,EL MAYOREO MEAT MARKET,Routine,10/16/2019,87,1105,WALTON WALKER,,15751,1105 S WALTON WALKER BLVD,10/1/2019,FY2020,32.7341222,-96.9204135,Restaurant,5,1
1343,EL MERENDERO RESTAURANT,Routine,7/19/2019,91,333,MOCKINGBIRD,,75247,333 W MOCKINGBIRD LN,7/1/2019,FY2019,32.8044134,-96.8740959,Restaurant,3.7,265
1344,EL MERO MERO TAMALERO,Routine,10/15/2019,84,920,HARWOOD,#110,75201,920 S HARWOOD #110,10/1/2019,FY2020,32.77747,-96.7900856,Restaurant,4.4,355
1345,EL MICHOACANO RESTAURANTE,Routine,12/27/2019,88,10817,DENTON,#B,75220,10817 DENTON DR #B,12/1/2019,FY2020,32.8753332,-96.8826501,Restaurant,4.6,12
1346,EL MIGUELENO CAFE,Routine,12/26/2019,81,10788,HARRY HINES,B-11A,75220,10788 HARRY HINES BLVD B-11A,12/1/2019,FY2020,32.8740701,-96.8825219,Restaurant,3.4,9
1347,EL MIGUELENO CAFE,Routine,4/21/2018,63,10788,HARRY HINES,#G-10,75220,10788 HARRY HINES BLVD #G-10,4/1/2018,FY2018,32.8741288,-96.8828494,Restaurant,3.4,9
1348,EL MOLCAJETAZO RESTAURANT,Routine,12/23/2019,84,11055,DENNIS,#20,75229,11055 DENNIS RD #20,12/1/2019,FY2020,32.8989191,-96.8818006,Restaurant,4,157
1349,EL MOLCAJETE,Routine,8/14/2019,86,2306,BUCKNER,,75227,2306 S BUCKNER BLVD,8/1/2019,FY2019,32.7526654,-96.6824201,Restaurant,4.4,362
1350,EL MOLCAJETE,Routine,4/17/2019,93,8224,LAKE JUNE,#A,75217,8224 LAKE JUNE RD STE #A,4/1/2019,FY2019,32.7340097,-96.6798718,Restaurant,4.6,84
1351,EL MOLINO TORTILLERIA,Routine,11/25/2019,82,8519,DENTON,,75235,8519 DENTON DR,11/1/2019,FY2020,32.8414483,-96.8597891,,,
1352,EL NORTENO,Routine,9/18/2019,82,306,SANER,,75216,306 E SANER AVE,9/1/2019,FY2019,32.7130234,-96.8201318,Restaurant,4.4,14
1353,EL NUEVA AMEINECER,Routine,3/19/2019,100,4340,MAPLE,,75219,4340 MAPLE AVE,3/1/2019,FY2019,32.810037,-96.8206311,,,
1354,EL PAISA,Routine,12/16/2019,80,10844,HARRY HINES,,75220,10844 HARRY HINES BLVD,12/1/2019,FY2020,32.8760209,-96.8837838,Restaurant,4.1,772
1355,EL PAISA COCINA,Routine,12/12/2019,81,2574,WALNUT HILL,,75229,2574 WALNUT HILL LN,12/1/2019,FY2020,32.880695,-96.890986,Restaurant,4.3,566
1356,EL PAISA COCINA,Routine,10/22/2019,92,10091,HARRY HINES,,75220,10091 HARRY HINES BLVD,10/1/2019,FY2020,32.8602522,-96.8812715,Restaurant,4.2,780
1357,EL PAISA COCINA MEXICANA,Routine,12/3/2019,80,3617,FOREST,,75234,3617 FOREST LN,12/1/2019,FY2020,32.9100167,-96.8580685,Restaurant,4,203
1358,EL PAISANO,Routine,11/20/2019,88,2903,LOMBARDY,,75220,2903 LOMBARDY LN,11/1/2019,FY2020,32.8667267,-96.8766034,Restaurant,4.1,2871
1359,EL PAISANO,Routine,11/25/2019,84,2911,LOMBARDY,#101,75220,2911 LOMBARDY LN #101,11/1/2019,FY2020,32.8669113,-96.8764358,Restaurant,4.1,2871
1360,EL PAISANO,Routine,11/20/2019,85,2911,LOMBARDY,#A-1,75229,2911 LOMBARDY LN #A-1,11/1/2019,FY2020,32.8669113,-96.8764358,Restaurant,4.1,2871
1361,EL PAISANO,Routine,8/7/2019,80,305,CARROLL,100,75226,305 S CARROLL AVE 100,8/1/2019,FY2019,32.7899709,-96.7661391,Restaurant,4.1,1100
1362,EL PALMARAS NIGHT CLUB,Routine,7/19/2019,81,3610,SAMUELL,,75223,3610 SAMUELL BLVD,7/1/2019,FY2019,,,,,
1363,EL PARAISO RESTAURANT & BAR,Routine,11/11/2019,86,3373,LOMBARDY,,75220,3373 LOMBARDY LN,11/1/2019,FY2020,32.8669092,-96.8672413,,,
1364,EL PATRON SPORTS BAR,Routine,5/10/2019,95,10571,DENTON,,75220,10571 DENTON DR,5/1/2019,FY2019,32.8684618,-96.8806545,Restaurant,3.7,9
1365,EL PODER,Routine,6/21/2019,85,2534,ROYAL,#G-5,75229,2534 ROYAL LN #G-5,6/1/2019,FY2019,32.8951633,-96.8945916,Restaurant,4.1,21
1366,EL POLLITO LOCO,Routine,9/5/2019,91,3068,FOREST,201,75234,3068 FOREST LN 201,9/1/2019,FY2019,32.9090218,-96.8728261,Restaurant,3.5,78
1367,EL POLLO FRIED CHICKEN,Routine,10/24/2019,85,2910,RUDER,#B,75212,2910 RUDER ST #B,10/1/2019,FY2020,32.7781966,-96.9183563,Restaurant,3.7,22
1368,EL POLLO LOCO,Routine,10/10/2019,91,9425,FOREST,,75243,9425 FOREST LN,10/1/2019,FY2020,32.9096579,-96.734869,Cafe,3.2,655
1369,EL POLLO REGIO,Routine,12/4/2019,88,11322,GARLAND,,75218,11322 GARLAND RD,12/1/2019,FY2020,32.8485764,-96.6834644,Restaurant,3.8,679
1370,EL POLLO REGIO,Routine,10/28/2019,86,12107,ABRAMS,,75243,12107 ABRAMS RD,10/1/2019,FY2020,32.9130248,-96.7358306,Restaurant,3.8,447
1371,EL POLLO REGIO,Routine,10/17/2019,91,1939,BUCKNER,,75217,1939 S BUCKNER BLVD,10/1/2019,FY2020,32.7454669,-96.6832138,Restaurant,3.7,751
1372,EL POLLO REGIO,Routine,10/31/2019,88,2716,DAVIS,,75211,2716 W DAVIS ST,10/1/2019,FY2020,32.7491243,-96.8629474,Restaurant,4,730
1373,EL POLLO REGIO,Routine,9/26/2019,82,2410,ILLINOIS,,75233,2410 W ILLINOIS AVE,9/1/2019,FY2019,32.7200141,-96.8574247,Restaurant,4,747
1374,EL POLLO REGIO,Routine,9/3/2019,91,3130,NORTHWEST,,75220,3130 W NORTHWEST HWY,9/1/2019,FY2019,32.8548093,-96.8667971,Restaurant,3.8,391
1375,EL POLLO REGIO,Routine,9/19/2019,88,6300,SAMUELL,#159,75228,6300 SAMUELL BLVD #159,9/1/2019,FY2019,32.7916937,-96.6968111,,,
1376,EL POLLO REGIO,Routine,7/12/2019,85,4228,CAMP WISDOM,,75237,4228 W CAMP WISDOM RD,7/1/2019,FY2019,32.6615559,-96.8887621,Restaurant,4.2,859
1377,EL POLLO REGIO,Routine,5/21/2019,84,6614,NORTHWEST,,75231,6614 E NORTHWEST HWY,5/1/2019,FY2019,32.8560028,-96.7463538,Restaurant,3.5,279
1378,EL POLLO REGIO,Routine,10/3/2018,82,3605,FOREST,,75234,3605 FOREST LN,10/1/2018,FY2019,32.9101007,-96.8586498,Restaurant,4,203
1379,EL POLLOW COSTENO,Routine,12/16/2019,82,10825,DENNIS,#103,75229,10825 DENNIS RD #103,12/1/2019,FY2020,32.8959838,-96.8818092,Restaurant,,
1380,EL PORTON DE SAN AGUSTIN BAKERY,Routine,3/12/2019,91,1512,BELT LINE,#1,75253,1512 S BELT LINE RD #1,3/1/2019,FY2019,32.9386944,-96.9935176,,,
1381,EL PUEBLO,Routine,2/14/2018,83,910,HAMPTON,,75208,910 HAMPTON RD,2/1/2018,FY2018,32.7365807,-96.8563346,Meal_Takeaway,3.4,104
1382,EL PUEBLO MEXICAN RESTAURANT,Routine,8/14/2019,87,525,JEFFERSON,#A,75203,525 E JEFFERSON BLVD #A,8/1/2019,FY2019,32.7467958,-96.817047,Restaurant,4.3,224
1383,EL PULPO RESTAURANT,Routine,12/9/2019,81,7918,LAKE JUNE,,75217,7918 LAKE JUNE RD,12/1/2019,FY2020,32.7339384,-96.6857413,Restaurant,4,673
1384,EL PULPO RESTAURANT,Routine,10/17/2019,81,2829,NORTHWEST,#525,75220,2829 W NORTHWEST HWY #525,10/1/2019,FY2020,32.8574496,-96.8724998,Night_Club,4.3,1214
1385,EL PULPO RESTAURANT,Routine,9/12/2019,98,2320,TWELTH,,75208,2320 W TWELTH ST,9/1/2019,FY2019,32.7409964,-96.8562286,Restaurant,3.9,348
1386,EL PUNTO G,Routine,2/2/2017,85,1220,RIVERBEND,#103,75247,1220 RIVERBEND DR #103,2/1/2017,FY2017,32.8162731,-96.863496,Restaurant,4.5,79
1387,EL PUNTO G FRUTERIA,Follow-up,7/17/2018,80,12917,JUPITER,,75238,12917 JUPITER RD,7/1/2018,FY2018,32.8720051,-96.6836427,,,
1388,EL RANCHITO & CLUB,Routine,11/6/2019,70,610,JEFFERSON,,75208,610 W JEFFERSON BLVD,11/1/2019,FY2020,32.7428881,-96.8326709,Restaurant,4.3,1953
1389,EL RANCHO GROCERY/PRODUCE,Routine,11/28/2018,89,14211,COIT,,75254,14211 COIT RD,11/1/2018,FY2019,32.9420931,-96.7703949,,,
1390,EL REGIO,Routine,8/26/2019,80,315,JEFFERSON,,75203,315 E JEFFERSON BLVD,8/1/2019,FY2019,32.7452196,-96.8200189,Bar,4.4,134
1391,EL REY DEL SABOR RESTAURANTE MEXICANO,Routine,12/30/2019,99,1600,BUCKNER,,75217,1600 S BUCKNER BLVD,12/1/2019,FY2020,32.7394631,-96.6821148,Restaurant,4.3,241
1392,EL RIO GRANDE (CREMERIA),Routine,3/7/2019,90,10909,WEBB CHAPEL,#131,75229,10909 WEBB CHAPEL RD #131,3/1/2019,FY2019,32.8972984,-96.8717833,Restaurant,3.6,36
1393,EL RIO GRANDE SUPERMARKET - JUICE BAR,Routine,10/9/2019,96,10325,LAKE JUNE,#400,75217,10325 LAKE JUNE RD #400,10/1/2019,FY2020,32.7358302,-96.6460235,Restaurant,3.3,476
1394,EL RUIDOSO NIGHT CLUB,Routine,4/28/2018,90,3320,SAMUELL,,75225,3320 SAMUELL BLVD,4/1/2018,FY2018,32.7926109,-96.738056,Restaurant,2.8,21
1395,EL SABOR DE MI TIERRA,Routine,1/3/2020,87,8630,RL THORNTON,#101,75228,8630 E RL THORNTON FRWY #101,1/1/2020,FY2020,32.793496,-96.694139,Restaurant,5,2
1396,EL SAVZ,Routine,8/18/2019,85,712,WALTON WALKER,#2A,75211,712 S WALTON WALKER BLVD #2A,8/1/2019,FY2019,32.7367138,-96.9167911,,,
1397,EL TACASO,Routine,11/20/2019,96,2739,NORTHWEST,,75220,2739 W NORTHWEST HWY,11/1/2019,FY2020,32.8585335,-96.8744521,Restaurant,3.8,99
1398,EL TACASO,Routine,10/23/2019,95,10025,HARRY HINES,,75220,10025 HARRY HINES BLVD,10/1/2019,FY2020,32.8590988,-96.8813648,Restaurant,4.3,4
1399,EL TACASO BACKROOM,Routine,11/8/2019,80,902,WESTMORELAND,REAR,75211,902 N WESTMORELAND RD REAR,11/1/2019,FY2020,32.7526757,-96.873773,Restaurant,3.9,531
1400,EL TAQUITO,Routine,1/9/2020,93,5427,EAST GRAND,,75223,5427 EAST GRAND AVE,1/1/2020,FY2020,32.7927249,-96.7488778,Restaurant,4.4,950
1401,EL TAXQUENO TAQUERIA,Routine,8/12/2019,89,207,SUFFOLK,#B,75208,207 W SUFFOLK AVE #B,8/1/2019,FY2019,32.7365159,-96.8249454,Restaurant,4.6,162
1402,EL TIBURON SEAFOOD,Routine,12/17/2019,82,5522,COLUMBIA,,75214,5522 COLUMBIA AVE,12/1/2019,FY2020,32.8003666,-96.7566259,Restaurant,4.1,107
1403,EL TIZONCITO,Routine,7/9/2019,94,3318,FOREST,#100,75234,3318 FOREST LN #100,7/1/2019,FY2019,32.9091681,-96.8683922,Restaurant,4.4,863
1404,EL TIZONCITO III,Routine,10/29/2019,90,5150,LEMMON,111,75209,5150 LEMMON AVE STE 111,10/1/2019,FY2020,32.8251403,-96.8199363,Restaurant,,
1405,EL TIZONCITO TAQUERIA,Routine,12/9/2019,91,3404,ILLINOIS,#100,75211,3404 W ILLINOIS AVE #100,12/1/2019,FY2020,32.7199205,-96.8755414,Meal_Takeaway,4.2,73
1406,EL VECINO,Routine,10/9/2019,91,718,BUCKNER,#108,75218,718 N BUCKNER BLVD #108,10/1/2019,FY2020,32.8463456,-96.7108124,Restaurant,4.3,262
1407,EL VOCHITO TAQUERIA RETAURANTE,Routine,7/17/2019,86,140,BUCKNER,#A,75217,140 S BUCKNER BLVD #A,7/1/2019,FY2019,32.7144409,-96.6824217,Restaurant,4,110
1408,ELAINE'S KITCHEN,Routine,8/28/2019,87,2717,MLK,,75215,2717 MLK BLVD,8/1/2019,FY2019,32.7689165,-96.769551,Restaurant,4.3,1309
1409,ELBOW ROOM,Routine,12/14/2016,88,3010,GASTON,,75226,3010 GASTON AVE,12/1/2016,FY2017,32.7883134,-96.783157,,,
1410,ELEMENT BY WESTIN (PREP KITCHEN),Routine,12/18/2019,90,4005,GASTON,,75204,4005 GASTON AVE,12/1/2019,FY2020,32.7934847,-96.7779927,,,
1411,ELI FOOD MART,Routine,3/6/2019,96,10190,FOREST,#175,75243,10190 FOREST LN #175,3/1/2019,FY2019,32.9086557,-96.709893,,,
1412,ELLEN'S SOUTHERN KITCHEN,Routine,10/22/2019,92,1701,MARKET,#130,75202,1701 N MARKET ST #130,10/1/2019,FY2020,32.781616,-96.8070186,Bar,4.2,1028
1413,ELLEN'S SOUTHERN KITCHEN,Routine,2/14/2017,84,1718,MARKET,,75202,1718 N MARKET ST,2/1/2017,FY2017,32.7822315,-96.8067815,Restaurant,3.5,1340
1414,ELOTES Y TAQUERIA ACAMBRIO,Routine,12/23/2019,90,735,WESTMORELAND,#O214,75211,735 N WESTMORELAND RD #O214,12/1/2019,FY2020,,,,,
1415,ELROD'S COST PLUS,Routine,2/12/2019,90,1314,BUCKNER,,75217,1314 S BUCKNER BLVD,2/1/2019,FY2019,32.7350896,-96.6815796,Restaurant,4,89
1416,ELROD'S COST PLUS,Routine,1/31/2019,91,2025,FORT WORTH,,75208,2025 FORT WORTH AVE,1/1/2019,FY2019,32.763717,-96.8552783,,,
1417,EMBASSY SUITES DALLAS PARK CENTRAL - KITCHEN,Routine,5/16/2019,87,13131,CENTRAL,,75243,13131 N CENTRAL EXPW,5/1/2019,FY2019,32.9273291,-96.7626989,,,
1418,EMERALD CITY,Routine,9/26/2019,95,2532,MLK,,75215,2532 MLK BLVD,9/1/2019,FY2019,32.7666882,-96.770683,Restaurant,4.6,560
1419,EMERSON ON HARVEST HILL,Routine,8/1/2019,100,5550,HARVEST HILL,,75230,5550 HARVEST HILL RD,8/1/2019,FY2019,32.9216094,-96.8139572,,,
