,Restaurant Name,Inspection Type,Inspection Date,Inspection Score,Street Number,Street Name,Street Unit,Zip,Street Address,Inspection Month,Inspection Year,Lat,Long,Type,Rating,Rating Count
4694,TORTERIA INSURGENTES,Routine,10/25/2019,88,3701,NORTHWEST,#310,75220,3701 W NORTHWEST HWY #310,10/1/2019,FY2020,32.8622738,-96.8573543,,,
4695,TORTERIA LA HECHICERA,Routine,8/15/2019,97,5611,MAPLE,#A,75235,5611 MAPLE AVE #A,8/1/2019,FY2019,32.8206033,-96.8360032,Restaurant,3.9,662
4696,TORTERIA POTOSINA,Routine,8/18/2019,81,712,WALTON WALKER,501,75211,712 S WALTON WALKER BLVD 501,8/1/2019,FY2019,32.737583,-96.9178686,,,
4697,TORTILLA FACTORY AND FOOD,Routine,12/19/2019,87,2915,COMMUNITY,#106,75220,2915 COMMUNITY DR #106,12/1/2019,FY2020,32.85946,-96.872679,,,
4698,TORTILLA'S MEXICO,Routine,8/14/2019,92,1130,BELTLINE,#500,75253,1130 S BELTLINE RD #500,8/1/2019,FY2019,32.685987,-96.5892252,Restaurant,4.2,243
4699,TORTILLERIA CUAHUTEMOC,Routine,12/21/2017,86,2325,FITZHUGH,#101,75204,2325 N FITZHUGH AVE #101,12/1/2017,FY2018,32.8108317,-96.7821549,,,
4700,TORTILLERIA EL CHARRACO,Routine,1/8/2020,91,11055,DENNIS,#1,75229,11055 DENNIS RD STE #1,1/1/2020,FY2020,32.8989191,-96.8818006,Restaurant,4,157
4701,TORTILLERIA GALINDO,Routine,7/26/2019,99,2475,COCKRELL HILL,300,75211,2475 S COCKRELL HILL RD STE 300,7/1/2019,FY2019,32.7189886,-96.8921148,Restaurant,4.5,49
4702,TORTILLERIA LA ESPIGA,Routine,4/16/2019,90,1328,JIM MILLER,#104,75217,1328 N JIM MILLER RD #104,4/1/2019,FY2019,32.7354789,-96.6998733,Restaurant,4.3,216
4703,TORTILLERIA LA NORTENA,Routine,1/10/2020,91,3215,DAVIS,,75211,3215 W DAVIS ST,1/1/2020,FY2020,32.7498691,-96.8737173,Restaurant,3.5,13
4704,TORTILLERIA LA PURISIMA,Routine,1/6/2020,72,14902,PRESTON,#1300,75234,14902 PRESTON RD #1300,1/1/2020,FY2020,32.9531019,-96.8032408,Bar,4.2,656
4705,TORTILLERIA LOS GALLITOS,Routine,11/25/2019,92,2261,SINGLETON,#107,75212,2261 SINGLETON BLVD #107,11/1/2019,FY2020,32.7790861,-96.8591746,Meal_Takeaway,2.9,224
4706,TORTILLERIA MI PUEBLO,Follow-up,10/11/2019,94,1703,CLARENDON,,75208,1703 W CLARENDON DR,10/1/2019,FY2020,32.7351258,-96.8482039,Restaurant,4,53
4707,TORTILLERIA MICHOACAN TAQUERIA Y POLLERIA,Routine,7/17/2019,85,13517,MONTFORT,#105,75240,13517 MONTFORT PL #105,7/1/2019,FY2019,32.9319304,-96.8116589,Meal_Takeaway,4,142
4708,TORTILLERIA QUIROGA,Routine,8/5/2019,80,2002,EDGEFIELD,,75224,2002 S EDGEFIELD AVE,8/1/2019,FY2019,32.7260598,-96.8443756,Restaurant,4.2,23
4709,TORTILLERIA TUZANTLA,Routine,10/21/2019,80,2614,BECKLEY,,75224,2614 S BECKLEY AVE,10/1/2019,FY2020,32.7163117,-96.8226437,Restaurant,3.8,19
4710,TORTILLERIA Y MOLINO DE NIXTAMAL LA POTOSINA,Routine,1/10/2020,82,8238,SCYENE,,75227,8238 SCYENE RD,1/1/2020,FY2020,32.7630429,-96.6783889,Restaurant,4.5,103
4711,TOTAL WINE & MORE,Routine,2/21/2019,93,9350,CENTRAL,,75231,9350 N CENTRAL EXPW,2/1/2019,FY2019,32.8745044,-96.768382,,,
4712,TOULOUSE,Routine,8/20/2019,87,3314,KNOX,,75205,3314 KNOX ST,8/1/2019,FY2019,32.824112,-96.7908338,Restaurant,4.5,501
4713,TOWER CLUB OF DALLAS,Routine,5/21/2019,88,1601,ELM,#4800,75201,1601 ELM ST #4800,5/1/2019,FY2019,32.7819269,-96.798179,Restaurant,4.5,271
4714,TOWN HEARTH,Routine,8/21/2019,98,1617,MARKET CENTER,,75207,1617 MARKET CENTER BLVD,8/1/2019,FY2019,32.7922495,-96.8221581,Restaurant,4.7,610
4715,TOWNVIEW MAGNET HIGH SCH,Routine,11/13/2019,96,1201,EIGHTH,,75203,1201 E EIGHTH ST,11/1/2019,FY2020,32.7522292,-96.8067998,,,
4716,TOYS & MORE,Routine,7/6/2017,100,2534,ROYAL,A5,75229,2534 ROYAL LN STE A5,7/1/2017,FY2017,32.8951633,-96.8945916,Restaurant,4.1,21
4717,TOYS R US,Routine,5/11/2018,96,9358,CENTRAL,,75231,9358 N CENTRAL EXPW,5/1/2018,FY2018,32.8750724,-96.76792,,,
4718,TRACK NINE,Routine,1/15/2019,96,12516,NORTHWEST,,75228,12516 E NORTHWEST HWY,1/1/2019,FY2019,32.8637579,-96.6650506,Restaurant,4.8,87
4719,TRADER JOE'S,Routine,10/31/2019,96,5550,LOVERS,#168,75209,5550 W LOVERS LN #168,10/1/2019,FY2020,32.8506249,-96.8183033,,,
4720,TRADER JOE'S,Routine,5/20/2019,80,2001,GREENVILLE,,75206,2001 GREENVILLE AVE,5/1/2019,FY2019,32.8148346,-96.770559,Bar,4.4,364
4721,TRADER JOE'S,Routine,2/11/2019,93,7939,WALNUT HILL,#A,75231,7939 WALNUT HILL LN #A,2/1/2019,FY2019,32.8805703,-96.7722808,,,
4722,TRADER JOES,Routine,2/14/2019,95,14856,PRESTON,#200,75240,14856 PRESTON RD #200,2/1/2019,FY2019,32.9508704,-96.8028234,Restaurant,4.4,188
4723,TRADEWINDS CLUB,Routine,11/8/2018,98,2843,DAVIS,,75211,2843 W DAVIS ST,11/1/2018,FY2019,32.7497313,-96.8682513,Bar,4.5,123
4724,TRADITION PRESTONWOOD II AL,Routine,12/19/2019,100,5555,ARAPAHO,,75248,5555 ARAPAHO RD,12/1/2019,FY2020,32.9619399,-96.8159246,,,
4725,TRAILER CAKES,Routine,3/19/2018,94,3001,KNOX,#101,75205,3001 KNOX ST #101,3/1/2018,FY2018,32.8213481,-96.7871751,Restaurant,4.3,1240
4726,TREES,Routine,6/27/2019,100,2709,ELM,,75226,2709 ELM ST,6/1/2019,FY2019,32.7847287,-96.7844985,Restaurant,4.1,705
4727,TRES AMIGOS,Routine,12/4/2019,95,2308,OATES,,75228,2308 OATES DR,12/1/2019,FY2020,32.8209257,-96.6767598,Convenience_Store,4.3,8
4728,TRES ARBOLITOS TAQUERIA,Routine,10/22/2019,92,3212,FALLS,,75211,3212 FALLS DR,10/1/2019,FY2020,32.726187,-96.8734244,Meal_Takeaway,4,142
4729,TRES SALSAS TAQUERIA,Routine,4/17/2019,89,9575,SCYENE,101,75227,9575 SCYENE RD 101,4/1/2019,FY2019,32.7636059,-96.6588338,Restaurant,4.2,369
4730,TRIBAL JUICERY,Routine,1/22/2019,92,263,BISHOP,,75208,263 N BISHOP AVE,1/1/2019,FY2019,32.7469953,-96.8284937,Restaurant,4.2,169
4731,TRINITY BASIN PREPARATORY,Routine,11/8/2019,98,808,EWING,,75208,808 N EWING AVE,11/1/2019,FY2020,32.7579783,-96.8124024,,,
4732,TRINITY BASIN PREPARATORY GYM,Routine,10/8/2019,99,2524,LEDBETTER,,75237,2524 W LEDBETTER DR,10/1/2019,FY2020,32.6901557,-96.8600891,,,
4733,TRINITY CIDER,Routine,1/31/2019,98,2656,MAIN,#120,75226,2656 MAIN ST #120,1/1/2019,FY2019,32.783601,-96.784247,Bar,4.6,558
4734,TRINITY DRIVE-IN GROCERY,Routine,5/20/2019,82,5011,MILITARY,#A,75227,5011 MILITARY PKWY #A,5/1/2019,FY2019,32.7840042,-96.7304165,,,
4735,TRINITY FOREST GOLF CLUB (BALLROOM BAR),Routine,1/24/2019,100,5000,GREAT TRINITY FOREST,,75217,5000 GREAT TRINITY FOREST WAY,1/1/2019,FY2019,32.7087724,-96.7312877,,,
4736,TRINITY HALL,Routine,8/28/2019,91,5321,MOCKINGBIRD,,75206,5321 E MOCKINGBIRD LN,8/1/2019,FY2019,32.8382614,-96.7754164,Bar,4.5,834
4737,TRINITY PLAZA CAFE,Routine,5/31/2018,81,2025,IRVING,#111,75207,2025 IRVING BLVD #111,5/1/2018,FY2018,32.7945964,-96.8298245,Meal_Takeaway,4.2,82
4738,TRINITY RIVER MISSION,Routine,10/11/2018,93,2800,HAMPTON,,75212,2800 N HAMPTON ST,10/1/2018,FY2019,32.7770572,-96.8558548,,,
4739,TRIUMPH PREPARATORY PRIMARY,Routine,10/29/2019,100,9411,HARGROVE,,75229,9411 HARGROVE DR,10/1/2019,FY2020,,,,,
4740,TROLLEY STOP CAFE,Routine,11/5/2019,89,400,ST PAUL,#130,75201,400 N ST PAUL ST #130,11/1/2019,FY2020,32.7842789,-96.7976334,Meal_Takeaway,3.6,53
4741,TROMPOS TACOS DOWNTOWN,Routine,12/6/2019,84,1211,COMMERCE,,75202,1211 COMMERCE ST,12/1/2019,FY2020,32.7795585,-96.8013599,Restaurant,4.5,528
4742,TROPHY ROOM,Routine,1/24/2019,90,2714,MCKINNEY,,75205,2714 MCKINNEY AVE,1/1/2019,FY2019,32.7979863,-96.8009554,Bar,4.5,306
4743,TROPICAL SMOOTHIE CAFE,Routine,11/15/2019,87,5315,GREENVILLE,#105,75206,5315 GREENVILLE AVE #105,11/1/2019,FY2020,,,,,
4744,TROPICAL SMOOTHIE CAFE,Routine,11/18/2018,85,4560,MOCKINGBIRD,#118,75209,4560 W MOCKINGBIRD LN #118,11/1/2018,FY2019,32.8359328,-96.8285564,Restaurant,4.3,268
4745,TRUCK STOP MEXICAN FOOD,Routine,6/20/2019,84,4411,CEDARDALE,#B,75241,4411 CEDARDALE DR #B,6/1/2019,FY2019,32.657324,-96.7499429,,,
4746,TRUCK YARD,Routine,1/8/2020,90,5624,SEARS,,75206,5624 SEARS ST,1/1/2020,FY2020,32.8143203,-96.7711876,Bar,4.6,2629
4747,TRUCKERS CAFE,Routine,5/23/2019,86,1910,MLK,,75215,1910 MLK BLVD,5/1/2019,FY2019,32.7635315,-96.7743488,Restaurant,1,1
4748,TRUE EATS,Routine,1/6/2020,92,2121,PEARL,#2040,75201,2121 N PEARL ST #2040,1/1/2020,FY2020,32.7910775,-96.8012339,Restaurant,,
4749,TRUE GUYS CORP,Routine,2/28/2019,94,3355,TRINITY MILLS,#100,75287,3355 TRINITY MILLS RD #100,2/1/2019,FY2019,32.9886255,-96.851684,,,
4750,TRUFUSION FITNESS,Routine,8/30/2019,88,9100,CENTRAL,,75231,9100 N CENTRAL EXPW,8/1/2019,FY2019,32.8725497,-96.7689732,Restaurant,4.6,345
4751,TRULUCK'S SEAFOOD STEAK CRABHOUSE,Routine,10/16/2019,97,2401,MCKINNEY,,75201,2401 MCKINNEY AVE,10/1/2019,FY2020,32.7943608,-96.8026512,Gas_Station,2,137
4752,TRUNK CLUB,Routine,1/25/2019,98,333,FIRST,,75226,333 FIRST AVE,1/1/2019,FY2019,32.7835852,-96.7732017,,,
4753,TRUTH,Routine,3/22/2018,85,9100,CENTRAL,#300,75231,9100 N CENTRAL EXPW #300,3/1/2018,FY2018,32.8725497,-96.7689732,Restaurant,4.6,345
4754,TRUTH & ALIBI,Routine,9/26/2019,99,2618,ELM,,75226,2618 ELM ST,9/1/2019,FY2019,32.7839795,-96.7857741,Restaurant,4.4,906
4755,TUCKER'S GRILL,Routine,1/16/2019,85,4515,VILLAGE FAIR,E-3,75224,4515 VILLAGE FAIR DR E-3,1/1/2019,FY2019,32.6919514,-96.8287796,Restaurant,4.3,3
4756,TUKTA THAI RESTAURANT,Routine,7/16/2019,87,9625,PLANO,#500,75238,9625 PLANO RD #500,7/1/2019,FY2019,32.8782631,-96.7011247,Restaurant,4.5,225
4757,TUPINAMBA,Routine,9/11/2019,88,9665,CENTRAL,#142,75225,9665 N CENTRAL EXPW #142,9/1/2019,FY2019,32.8783378,-96.7714446,Cafe,4.4,667
4758,TURTLE CAFE,Routine,8/14/2018,99,3811,TURTLE CREEK,#B100,75219,3811 TURTLE CREEK BLVD #B100,8/1/2018,FY2018,32.8140823,-96.8006904,,,
4759,TUTI FRUTI FRUTERIA,Routine,7/15/2019,93,9334,RL THORNTON,#204,75228,9334 E RL THORNTON FRWY #204,7/1/2019,FY2019,32.7959831,-96.6853653,Restaurant,5,1
4760,TUTTA'S,Routine,7/19/2019,89,1701,MARKET,#110,75202,1701 N MARKET ST #110,7/1/2019,FY2019,32.781616,-96.8070186,Bar,4.2,1028
4761,TUTY FRUTY ABBY,Routine,11/24/2019,81,10788,HARRY HINES,E-504,75229,10788 HARRY HINES BLVD E-504,11/1/2019,FY2020,32.8740701,-96.8825219,Restaurant,3.4,9
4762,TUYET TOFU,Follow-up,12/19/2019,80,9780,WALNUT,#260,75243,9780 WALNUT ST #260,12/1/2019,FY2020,32.9216441,-96.719405,Restaurant,4.3,2106
4763,TWELVE OAKS CATERING,Routine,6/18/2019,85,10875,SHADY,#112,75229,10875 SHADY TRL #112,6/1/2019,FY2019,32.8777696,-96.8909457,,,
4764,TWILITE LOUNGE,Routine,2/26/2019,100,2640,ELM,,75226,2640 ELM ST,2/1/2019,FY2019,32.7842843,-96.7849383,Restaurant,4.1,705
4765,TWIN GRILL,Routine,7/3/2019,80,3717,LANCASTER,,75216,3717 S LANCASTER RD,7/1/2019,FY2019,32.7027465,-96.7987219,,,
4766,TWIN PEAKS RESTAURANT,Routine,8/28/2019,91,5321,MOCKINGBIRD,#240,75206,5321 E MOCKINGBIRD LN #240,8/1/2019,FY2019,32.8382614,-96.7754164,Bar,4.5,834
4767,TWINS FOOD MART,Routine,11/5/2018,98,1510,MORRIS,,75212,1510 MORRIS ST,11/1/2018,FY2019,32.7830818,-96.8442451,,,
4768,TWISTED ROOT BURGER,Routine,6/19/2019,94,5609,SMU,1STFL,75206,5609 SMU BLVD 1STFL,6/1/2019,FY2019,32.842467,-96.7722361,Restaurant,5,1
4769,TWISTED ROOT BURGER,Routine,4/29/2019,86,2615,COMMERCE,,75226,2615 COMMERCE ST,4/1/2019,FY2019,32.7830071,-96.7855034,Bar,4.6,2477
4770,TWISTED TREATS,Routine,1/29/2019,95,2820,ELM,,75226,2820 ELM ST,1/1/2019,FY2019,32.7846492,-96.7827371,Cafe,4.2,1401
4771,TWO CORKS & A BOTTLE,Routine,12/27/2018,98,2800,ROUTH,#140,75201,2800 ROUTH ST #140,12/1/2018,FY2019,32.7990123,-96.8034173,Restaurant,4.2,190
4772,TWO GUYS FROM ITALY,Routine,10/27/2019,86,11637,WEBB CHAPEL,,75229,11637 WEBB CHAPEL RD,10/1/2019,FY2020,32.908052,-96.8727503,Restaurant,4.5,1145
4773,TWO PODNERS,Routine,7/17/2019,91,1441,ROBERT B CULLUM BLVD,,75210,1441 ROBERT B CULLUM BLVD,7/1/2019,FY2019,32.7753987,-96.7634721,Restaurant,4.1,1080
4774,TWO SISTERS CATERING,Routine,9/17/2019,90,2633,GASTON,,75226,2633 GASTON AVE,9/1/2019,FY2019,32.7863479,-96.7870096,,,
4775,TWO SISTERS TO GO,Routine,11/8/2018,100,3111,MONTICELLO,#C,75205,3111 MONTICELLO AVE #C,11/1/2018,FY2019,32.8268352,-96.7859422,Bar,4.8,8
4776,TX SMOKED BBQ AND BURGERS,Routine,10/9/2019,85,3128,FOREST,#228,75234,3128 FOREST LN #228,10/1/2019,FY2020,32.9090051,-96.8716491,Restaurant,3.5,558
4777,U S ONE STOP FOOD MART,Routine,8/21/2019,91,12909,JUPITER,,75238,12909 JUPITER RD,8/1/2019,FY2019,32.8718633,-96.6834644,,,
4778,U STOP FUEL,Routine,11/7/2019,87,1909,JEFFERSON,,75208,1909 W JEFFERSON BLVD,11/1/2019,FY2020,32.7465306,-96.8505728,,,
4779,UCHI DALLAS,Routine,9/19/2019,88,2817,MAPLE,#110,75201,2817 MAPLE AVE #110,9/1/2019,FY2019,32.7967928,-96.8065892,Restaurant,4.7,993
4780,ULTIMATE SPORT NUTRITION,Routine,2/6/2019,91,4520,FRANKFORD,#1100,75287,4520 FRANKFORD RD #1100,2/1/2019,FY2019,32.9968941,-96.8310383,Restaurant,4.4,969
4781,ULTIMATE STOP,Routine,11/11/2019,94,8210,LANCASTER,,75241,8210 S LANCASTER RD,11/1/2019,FY2020,32.648353,-96.7810635,,,
4782,UMPHREY LEE SCH,Routine,11/20/2019,93,7808,RACINE,,75232,7808 RACINE DR,11/1/2019,FY2020,32.6533107,-96.8354768,,,
4783,UNCLE JULIO'S,Routine,10/17/2019,96,16150,DALLAS,,75248,16150 DALLAS PKWY,10/1/2019,FY2020,32.9698816,-96.8204877,Restaurant,4.3,1859
4784,UNCLE JULIO'S,Routine,7/30/2019,88,4125,LEMMON,,75219,4125 LEMMON AVE,7/1/2019,FY2019,32.8152767,-96.8101886,Restaurant,4.2,2241
4785,UNCLE UBER'S SAMMICH SHOP,Routine,2/26/2019,91,2713,COMMERCE,,75226,2713 COMMERCE ST,2/1/2019,FY2019,32.783383,-96.7834117,Restaurant,4.1,1169
4786,UNCLE WOK,Routine,11/4/2019,80,8420,ABRAMS,#206,75243,8420 ABRAMS RD #206,11/1/2019,FY2020,32.8941276,-96.7390761,Restaurant,2.8,180
4787,UNDECIDED CAFE,Routine,4/30/2019,90,3126,AL LIPSCOMB,,75215,3126 AL LIPSCOMB WAY,4/1/2019,FY2019,32.7754678,-96.7671652,Restaurant,4.7,12
4788,UNDICI'S,Routine,7/22/2019,100,2050,STEMMONS,11TH,75207,2050 N STEMMONS FRWY FL 11TH,7/1/2019,FY2019,32.802376,-96.8248358,,,
4789,UNION,Routine,10/21/2017,91,5622,DYER,,75206,5622 DYER ST,10/1/2017,FY2018,32.8428822,-96.7718651,,,
4790,UNION GOSPEL MISSION,Routine,1/9/2020,82,3211,IRVING,#102,75247,3211 IRVING BLVD #102,1/1/2020,FY2020,32.8085498,-96.8698643,,,
4791,UNION GOSPEL MISSION,Routine,9/5/2019,98,4815,CASS,,75235,4815 CASS ST,9/1/2019,FY2019,32.8127035,-96.8293273,,,
4792,UNION PARK,Routine,10/19/2016,74,1311,MAIN,,75202,1311 MAIN ST,10/1/2016,FY2017,32.7805295,-96.8004828,Restaurant,4.4,248
4793,UNITED ARTIST THEATRE,Routine,1/23/2019,98,11801,MCCREE,,75238,11801 MCCREE RD,1/1/2019,FY2019,32.8695761,-96.6756227,,,
4794,UNLEAVENED FRESH KITCHEN,Routine,1/6/2020,95,8031,WALNUT HILL,#1150,75231,8031 WALNUT HILL LN #1150,1/1/2020,FY2020,32.8806993,-96.7678644,Restaurant,4.4,403
4795,UNLEAVENED FRESH KITCHEN,Routine,9/16/2019,91,1900,ABRAMS,,75214,1900 ABRAMS PKWY,9/1/2019,FY2019,32.8128639,-96.7525222,Restaurant,4.5,284
4796,UNO MAS,Routine,7/27/2017,71,2929,HENDERSON,,75206,2929 N HENDERSON AVE,7/1/2017,FY2017,32.8210161,-96.7856075,Restaurant,4.6,240
4797,UNREFINED BAKERY,Routine,11/5/2019,88,3426,GREENVILLE,#B,75028,3426 GREENVILLE AVE #B,11/1/2019,FY2020,33.0478852,-97.0605998,,,
4798,UNREFINED BAKERY,Routine,10/16/2019,85,6464,NORTHWEST,#326,75214,6464 E NORTHWEST HWY #326,10/1/2019,FY2020,32.8562865,-96.7527814,,,
4799,UNREFINED BAKERY,Routine,3/6/2019,92,6055,SHERRY,,75225,6055 SHERRY LN,3/1/2019,FY2019,32.8624205,-96.8070939,Meal_Delivery,3.9,89
4800,UNREFINED BAKERY,Routine,1/24/2019,89,12092,FORESTGATE,,75243,12092 FORESTGATE,1/1/2019,FY2019,32.9111798,-96.702581,,,
4801,UNREFINED BAKERY,Routine,12/7/2016,89,718,BUCKNER,#154,75218,718 N BUCKNER BLVD #154,12/1/2016,FY2017,32.8463456,-96.7108124,Restaurant,4.3,262
4802,UP ON KNOX,Routine,8/20/2019,88,3230,KNOX,#140,75205,3230 KNOX ST #140,8/1/2019,FY2019,32.823836,-96.7900068,Restaurant,4.4,248
4803,UPLIFT EDUCATION-WHITE ROCK HILLS,Routine,9/20/2017,90,7370,VALLEYGLEN,,75228,7370 VALLEYGLEN,9/1/2017,FY2017,32.7954705,-96.7236895,,,
4804,UPPER ROOM COFFEE,Routine,2/16/2019,99,1350,MANUFACTURING,#111,75207,1350 MANUFACTURING ST #111,2/1/2019,FY2019,32.79823,-96.829535,,,
4805,UPTOWN POPCORN,Routine,11/13/2018,99,8687,CENTRAL,#2316,75231,8687 N CENTRAL EXPW #2316,11/1/2018,FY2019,32.8687682,-96.7692323,Restaurant,2.9,38
4806,UPTOWN SUNDRY & GIFTS,Routine,12/30/2019,90,2101,CEDAR SPRINGS,#160,75201,2101 CEDAR SPRINGS RD STE #160,12/1/2019,FY2020,32.7940761,-96.8063384,Night_Club,4.7,773
4807,UPTOWN TAVERN & WINE BAR,Routine,9/12/2019,84,3605,MCKINNEY,,75204,3605 MCKINNEY AVE,9/1/2019,FY2019,32.8073309,-96.7977001,Bar,4.5,895
4808,UPTOWN THAI MARKET,Routine,12/9/2019,91,4817,ROSS,,75204,4817 ROSS AVE,12/1/2019,FY2020,32.8060652,-96.7767856,Restaurant,4.6,128
4809,UPTOWN URBAN MARKET (KITCHEN),Routine,2/28/2019,90,2600,CEDAR SPRING,,75204,2600 CEDAR SPRING RD,2/1/2019,FY2019,32.7999695,-96.8049106,Bar,4.5,155
4810,URBAN AIR INDOOR TRAMPOLINE PARK,Routine,2/8/2019,91,14902,PRESTON,#1100,75254,14902 PRESTON RD #1100,2/1/2019,FY2019,32.9519685,-96.8023315,,,
4811,URBAN BREW,Routine,1/31/2019,97,1409,ZANG,#16,75225,1409 N ZANG BLVD #16,1/1/2019,FY2019,32.7608719,-96.8182195,,,
4812,URBAN CAPHE,Routine,12/30/2019,93,6030,LUTHER,#130,75225,6030 LUTHER LN #130,12/1/2019,FY2020,32.8631956,-96.8070479,Restaurant,4.4,1173
4813,URBAN COFFEE,Routine,12/9/2019,97,901,MAIN,#C117,75202,901 MAIN ST #C117,12/1/2019,FY2020,32.7801861,-96.8034924,Restaurant,4.5,104
4814,URBAN DONUT,Routine,11/4/2019,94,2805,ALLEN,#119,75204,2805 ALLEN ST #119,11/1/2019,FY2020,32.8007606,-96.8014224,Meal_Delivery,4.5,154
4815,URBAN MARKET II,Routine,11/21/2019,95,1409,LAMAR,#10,75215,1409 S LAMAR ST #10,11/1/2019,FY2020,32.7669167,-96.7954171,,,
4816,URBAN TACO,Routine,8/28/2019,90,5321,MOCKINGBIRD,#105,75206,5321 E MOCKINGBIRD #105,8/1/2019,FY2019,32.8382614,-96.7754164,Bar,4.5,834
4817,URBAN VINES WINE BISTRO,Routine,12/27/2018,90,9219,GARLAND,#1102,75218,9219 GARLAND RD STE #1102,12/1/2018,FY2019,32.8308994,-96.7068422,Bar,4.6,144
4818,URBANO CAFE,Routine,11/21/2019,95,1410,FITZHUGH,#C,75204,1410 N FITZHUGH AVE #C,11/1/2019,FY2020,32.8042529,-96.7738542,Cafe,4.6,107
4819,URBANO CATERING,Routine,11/21/2019,100,1410,FITZHUGH,#A,75204,1410 N FITZHUGH AVE #A,11/1/2019,FY2020,32.8042529,-96.7738542,Cafe,4.6,107
4820,URBANO SPORTS AND GRILL,Routine,10/19/2019,88,8410,HARRY HINES,,75235,8410 HARRY HINES BLVD,10/1/2019,FY2020,32.8365891,-96.8638989,,,
4821,USA BOWL,Routine,12/4/2019,83,10920,COMPOSITE,,75220,10920 COMPOSITE DR,12/1/2019,FY2020,32.8796991,-96.8949222,,,
4822,USA DONUTS,Routine,10/7/2019,95,4425,GASTON,,75246,4425 GASTON AVE,10/1/2019,FY2020,32.796693,-96.7738454,Restaurant,4.4,87
4823,USA DONUTS,Routine,11/15/2018,82,920,WESTMORELAND,,75211,920 N WESTMORELAND RD,11/1/2018,FY2019,32.7533346,-96.8737734,,,
4824,USA DONUTS & CROISSANTS,Routine,9/11/2019,92,3001,BUCKNER,,75228,3001 N BUCKNER BLVD,9/1/2019,FY2019,32.8087543,-96.6840911,,,
4825,UTOPIA FOOD & FITNESS,Routine,3/7/2019,96,6434,MOCKINGBIRD,#105,75214,6434 E MOCKINGBIRD LN #105,3/1/2019,FY2019,32.8353782,-96.7508211,,,
4826,UTOPIA FOOD AND FITNESS,Routine,6/26/2019,100,5509,LOVERS,#A,75209,5509 W LOVERS LN #A,6/1/2019,FY2019,32.851559,-96.8188131,Restaurant,4.2,235
4827,V LIVE AT VINTAGE STEAKHOUSE,Routine,12/5/2019,84,1311,EMPIRE CENTRAL,,75247,1311 EMPIRE CENTRAL DR,12/1/2019,FY2020,32.8271931,-96.8714084,,,
4828,V-EATS,Routine,8/26/2019,92,3011,GULDEN,#102,75212,3011 GULDEN #102,8/1/2019,FY2019,32.7793722,-96.8289924,Bar,4.2,455
4829,VAIL DONUTS,Routine,10/8/2019,98,3855,FRANKFORD,#104,75287,3855 FRANKFORD RD #104,10/1/2019,FY2020,32.9975021,-96.8479145,,,
4830,VAKA LOKKA,Routine,4/27/2019,93,4402,ASH,#120,75223,4402 ASH LN #120,4/1/2019,FY2019,32.7875888,-96.7640792,Restaurant,3.8,290
4831,VAL'S CHEESECAKES,Routine,9/12/2019,99,2820,GREENVILLE,,75206,2820 GREENVILLE AVE,9/1/2019,FY2019,32.8237536,-96.7699323,Restaurant,4.3,672
4832,VAL'S CHEESECAKES,Routine,1/25/2019,100,3906,MAPLE,,75209,3906 MAPLE AVE,1/1/2019,FY2019,32.8054262,-96.8151939,,,
4833,VALENTINO CHINESE RESTAURANT,Routine,8/14/2019,90,428,JEFFERSON,#125,75203,428 E JEFFERSON BLVD #125,8/1/2019,FY2019,32.7454309,-96.817975,Meal_Takeaway,3.7,114
4834,VALLEY MART,Routine,3/5/2019,93,8702,SPRING VALLEY,D,75240,8702 SPRING VALLEY RD D,3/1/2019,FY2019,32.9396285,-96.7524163,Bakery,3.8,81
4835,VALOR BAR AND BURGER,Routine,3/7/2019,99,2500,VICTORY,#1124,75201,2500 VICTORY AVE #1124,3/1/2019,FY2019,32.7903143,-96.810148,Restaurant,1,1
4836,VBC GREENVILLE,Routine,4/11/2019,80,1921,GREENVILLE,,75206,1921 GREENVILLE AVE,4/1/2019,FY2019,32.814187,-96.7704733,Meal_Delivery,4.3,1017
4837,VEGAN FOOD HOUSE,Routine,6/5/2019,83,832,7TH,,75208,832 W 7TH ST,6/1/2019,FY2019,32.7487719,-96.8372422,Restaurant,4.6,215
4838,VELVET TACO,Routine,12/20/2019,87,3012,HENDERSON,,75206,3012 N HENDERSON AVE,12/1/2019,FY2020,32.8217324,-96.7853582,Restaurant,4.1,377
4839,VELVET TACO,Routine,9/17/2019,89,11700,PRESTON,#600,75230,11700 PRESTON RD #600,9/1/2019,FY2019,32.9083556,-96.8028336,,,
4840,VELVET TACO,Routine,8/27/2019,89,3411,MCKINNEY,,75204,3411 MCKINNEY AVE,8/1/2019,FY2019,32.8056021,-96.7988702,Bar,4.4,1407
4841,VELVET TACO,Routine,8/28/2019,94,4622,GREENVILLE,,75206,4622 GREENVILLE AVE,8/1/2019,FY2019,32.8446602,-96.7695606,Restaurant,4.6,1475
4842,VERACRUZ CAFE,Routine,9/24/2019,84,408,BISHOP,#107,75208,408 N BISHOP AVE #107,9/1/2019,FY2019,32.7483533,-96.8279852,Restaurant,4.5,480
4843,VERBENA,Routine,2/11/2019,90,2626,HOWELL,#166,75080,2626 HOWELL ST #166,2/1/2019,FY2019,32.7985289,-96.8026993,Bar,4.4,676
