Restaurant Name,Inspection Type,Inspection Date,Inspection Score,Street Number,Street Name,Street Unit,Zip,Street Address,Inspection Month,Inspection Year
JACK IN THE BOX,Routine,11/19/2016,93,12330,GREENVILLE,,75243,12330 GREENVILLE AVE,11/1/16,FY2017
VICTORIA FOLAKE EVENT CENTRE,Routine,01/29/2019,97,10538,FOREST,,75243,10538 FOREST LN,01/1/19,FY2019
OAK LAWN MART,Routine,10/28/2016,99,3810,CONGRESS,#101,75219,3810 CONGRESS AVE #101,10/1/16,FY2017
SINGLE WIDE,Routine,04/05/2018,90,2110,GREENVILLE,,75206,2110 GREENVILLE AVE,04/1/18,FY2018
STAR FOOD & DELI,Routine,08/08/2017,91,8098,LOOP 12,,75217,8098 S LOOP 12,08/1/17,FY2017
RAYS BARBEQUE,Routine,10/27/2016,96,2600,LONE STAR,,75212,2600 LONE STAR ST,10/1/16,FY2017
YOGURT TIME,Routine,07/10/2018,80,504,MADISON,,75208,504 N MADISON AVE,07/1/18,FY2018
BENNY'S BAGELS,Routine,01/24/2019,89,6911,FRANKFORD,#500,75252,6911 FRANKFORD RD #500,01/1/19,FY2019
JIMMY JOHNS SANDWICHES,Routine,05/23/2018,89,6102,LUTHER,,75225,6102 LUTHER LN,05/1/18,FY2018
CVS PHARMACY,Routine,08/15/2018,94,2427,JEFFERSON,,75211,2427 W JEFFERSON BLVD,08/1/18,FY2018
BURRITO JIMMY,Routine,06/12/2018,94,1475,MOCKINGBIRD,A,75247,1475 W MOCKINGBIRD LN STE A,06/1/18,FY2018
LONG JOHN SILVER'S,Routine,01/13/2017,97,3106,FOREST,,75234,3106 FOREST LN,01/1/17,FY2017
SNACKS & MORE,Routine,05/18/2017,90,3727,DILIDO,#114,75228,3727 DILIDO RD #114,05/1/17,FY2017
MURPHY USA,Routine,01/10/2019,97,7035,WHEATLAND,,75249,7035 W WHEATLAND RD,01/1/19,FY2019
DONUT PALACE,Routine,06/02/2018,81,8989,FOREST,#140,75243,8989 FOREST LN #140,06/1/18,FY2018
ESCAPADE 2001,Routine,01/20/2017,85,10701,FINNELL,,75220,10701 FINNELL ST,01/1/17,FY2017
SUBWAY SANDWICHES,Routine,12/13/2016,88,6813,NORTHWEST,,75225,6813 W NORTHWEST HWY,12/1/16,FY2017
24 EVER,Routine,01/19/2017,80,6005,RL THORNTON,,75232,6005 S RL THORNTON FRWY,01/1/17,FY2017
SUBWAY SANDWICHES,Routine,03/28/2018,96,655,ILLINOIS,116,75224,655 W ILLINOIS AVE 116,03/1/18,FY2018
CURTAIN CLUB B,Routine,09/20/2017,92,2800,MAIN,,75226,2800 MAIN ST,09/1/17,FY2017
SEANEEN MART,Routine,06/30/2017,85,1041,BECKLEY,,75203,1041 S BECKLEY AVE,06/1/17,FY2017
TACO BUENO,Routine,12/06/2017,93,17848,PRESTON,,75252,17848 PRESTON RD,12/1/17,FY2018
DEE DEE'S PLACE,Routine,09/25/2017,99,3200,LANCASTER,#800,75216,3200 S LANCASTER RD #800,09/1/17,FY2017
FAMILY DOLLAR,Routine,03/20/2017,91,383,JEFFERSON,,75208,383 W JEFFERSON BLVD,03/1/17,FY2017
BAKERS RIBS,Routine,11/10/2017,89,3033,MAIN,,75226,3033 MAIN ST,11/1/17,FY2018
PINKBERRY,Routine,03/08/2018,93,5959,ROYAL,#622,75230,5959 ROYAL LN #622,03/1/18,FY2018
EL BORRACHO TAQUERIA Y SPORTS BAR,Routine,12/14/2016,99,2210,LOMBARDY,,75220,2210 LOMBARDY LN,12/1/16,FY2017
LANDMARK FITNESS CLUB-SMOOTHIE BAR,Routine,11/16/2018,90,12740,MERIT,,75225,12740 MERIT DR,11/1/18,FY2019
ROYAL TAQUERIA,Routine,10/03/2016,81,10818,DENNIS,#103,75229,10818 DENNIS RD #103,10/1/16,FY2017
TRACK NINE,Routine,04/24/2017,96,12516,NORTHWEST,,75228,12516 E NORTHWEST HWY,04/1/17,FY2017
SMOKE,Routine,04/05/2018,70,901,FORT WORTH,,75208,901 FORT WORTH AVE,04/1/18,FY2018
SCHLOTSZKY'S,Routine,11/20/2017,93,7804,FOREST,,75230,7804 FOREST LN,11/1/17,FY2018
JERSEY MIKE'S SUBS,Routine,06/18/2018,87,5301,LOVERS,108,75209,5301 W LOVERS LN STE 108,06/1/18,FY2018
TRES SALSAS TAQUERIA,Routine,03/08/2017,86,9575,SCYENE,101,75227,9575 SCYENE RD 101,03/1/17,FY2017
STARBUCKS COFFEE,Routine,10/30/2018,88,4025,GASTON,#700,75246,4025 GASTON AVE #700,10/1/18,FY2019
CHINA DRAGON,Routine,12/29/2016,85,650,PEARL,#FC4,75201,650 N PEARL EXPW #FC4,12/1/16,FY2017
WHISKERS FISH & BURGERS,Routine,02/23/2017,89,1702,SINGLETON,,75212,1702 SINGLETON BLVD,02/1/17,FY2017
3 AMIGOS FOOD MART,Routine,08/15/2017,88,7052,MILITARY,,75227,7052 MILITARY PKWY,08/1/17,FY2017
CIBERJUGOS Y FRUTAS,Routine,03/30/2018,95,9625,WEBB CHAPEL,#100,75220,9625 WEBB CHAPEL RD #100,03/1/18,FY2018
NEW YORK BAKERY,Routine,12/13/2018,83,2240,ROYAL,#104,75229,2240 ROYAL LN #104,12/1/18,FY2019
SMOOTHIE KING,Routine,05/25/2018,94,2304,MOCKINGBIRD,,75235,2304 W MOCKINGBIRD LN,05/1/18,FY2018
LOS RAMBLAS,Routine,10/12/2016,81,4611,COLUMBIA,#102,75226,4611 COLUMBIA AVE #102,10/1/16,FY2017
HAMPTON INN & SUITES,Routine,08/07/2018,80,10370,CENTRAL,,75231,10370 N CENTRAL EXPW,08/1/18,FY2018
DOMINO'S PIZZA,Routine,08/03/2017,81,3312,BUCKNER,,75228,3312 N BUCKNER BLVD,08/1/17,FY2017
ACENSION COFFEE ROASTERS LP,Routine,01/18/2017,95,2500,FARRINGTON,#180,75207,2500 FARRINGTON ST #180,01/1/17,FY2017
OAK CLIFF SHELL,Routine,05/06/2019,83,515,BECKLEY,,75208,515 S BECKLEY AVE,05/1/19,FY2019
GOOD FOOD,Routine,07/28/2017,97,4319,BELMONT,,75204,4319 BELMONT AVE,07/1/17,FY2017
BASKIN ROBBINS,Routine,12/18/2018,93,8411,PRESTON,#120,75225,8411 PRESTON RD #120,12/1/18,FY2019
LITTLE CAESARS,Routine,02/06/2019,89,10212,NORTHWEST,,75238,10212 E NORTHWEST HWY,02/1/19,FY2019
EASY SHOP,Routine,11/18/2016,72,1028,CAMP WISDOM,,75232,1028 W CAMP WISDOM RD,11/1/16,FY2017
T GROCERY,Routine,03/30/2017,97,4500,BRYAN,,75204,4500 BRYAN ST,03/1/17,FY2017
CVS,Routine,04/11/2018,99,4930,MAPLE,,75235,4930 MAPLE AVE,04/1/18,FY2018
CHURCH'S CHICKEN,Routine,10/17/2016,92,2019,SINGLETON,,75212,2019 SINGLETON BLVD,10/1/16,FY2017
PARADISE BAKERY-PREP,Routine,07/11/2017,94,1201,ELM,#LL08,75202,1201 ELM ST #LL08,07/1/17,FY2017
MANGUITOS FRUTERIA,Routine,08/11/2017,82,308,BISHOP,,75208,308 S BISHOP AVE,08/1/17,FY2017
JOY MACARONS,Routine,10/26/2017,92,1927,GREENVILLE,,75206,1927 GREENVILLE AVE,10/1/17,FY2018
KOLACHE TOWN,Routine,04/10/2018,96,460,LAMAR,#200,75202,460 N LAMAR ST #200,04/1/18,FY2018
TAQUERIA RAMIREZ,Routine,07/07/2017,84,4900,BRYAN,#A,75206,4900 BRYAN ST #A,07/1/17,FY2017
CHIEF PAPA BEARS FRIED CHICKEN,Routine,02/21/2019,88,2240,PRAIRIE CREEK,#600,75227,2240 N PRAIRIE CREEK RD #600,02/1/19,FY2019
SUBWAY,Routine,07/13/2017,98,3211,NORTHWEST,#300,75220,3211 W NORTHWEST HWY STE #300,07/1/17,FY2017
DRAGON BREATH,Routine,08/06/2018,86,13350,DALLAS,,75240,13350 DALLAS EXPW,08/1/18,FY2018
SAVE A LOT,Routine,10/18/2018,81,2611,LANCASTER,,75216,2611 S LANCASTER RD,10/1/18,FY2019
ANGELIKA CAFE,Routine,01/23/2017,92,5321,MOCKINGBIRD,#201A,75206,5321 E MOCKINGBIRD LN #201A,01/1/17,FY2017
DIMASSI'S MEDITERRANEAN KITCHEN,Routine,05/22/2017,86,5500,GREENVILLE,#1300,75206,5500 GREENVILLE AVE #1300,05/1/17,FY2017
CIRCLE M FOOD MART,Routine,03/02/2018,81,3933,COCKRELL HILL,,75236,3933 S COCKRELL HILL RD,03/1/18,FY2018
504 BAR & GRILL,Follow-up,07/16/2018,70,2121,GREENVILLE,,75206,2121 GREENVILLE AVE,07/1/18,FY2018
SPEED MAX,Routine,08/29/2018,92,9531,C F HAWN,,75217,9531 C F HAWN FRWY,08/1/18,FY2018
TOP POT DOUGHNUTS,Routine,04/18/2017,78,8611,HILLCREST,#195,75225,8611 HILLCREST RD #195,04/1/17,FY2017
FAMILY DOLLAR,Routine,10/18/2018,91,3249,CAMP WISDOM,,75237,3249 W CAMP WISDOM RD,10/1/18,FY2019
DOLLAR TREE,Routine,10/16/2018,97,1639,BUCKNER,#150,75217,1639 S BUCKNER BLVD #150,10/1/18,FY2019
ENERGY II DELI,Routine,01/30/2017,88,4849,GREENVILLE,#105,75206,4849 GREENVILLE AVE #105,01/1/17,FY2017
SAN FRANCISCO ROSE,Routine,06/29/2017,68,3024,GREENVILLE,,75206,3024 GREENVILLE AVE,06/1/17,FY2017
MAASAI GRILL,Routine,07/23/2018,84,8059,LBJ,,75251,8059 LBJ FRWY,07/1/18,FY2018
RACETRAC PETROLEUM,Routine,08/07/2017,96,2111,MOCKINGBIRD,,75235,2111 W MOCKINGBIRD LN,08/1/17,FY2017
LAKE HIGHLANDS KITCHEN,Routine,11/15/2017,89,642,BROOKHURST,,75218,642 BROOKHURST DR,11/1/17,FY2018
KIARRA'S COFFE & GRILL,Routine,09/10/2018,92,9009,BRUTON,#445,75217,9009 BRUTON RD #445,09/1/18,FY2018
LITTLE CAESARS PIZZA,Routine,02/15/2019,99,8060,FERGUSON,,75228,8060 FERGUSON RD,02/1/19,FY2019
MALIBU,Routine,04/28/2018,94,9115,RL THORNTON,,75228,9115 E RL THORNTON FRWY,04/1/18,FY2018
SCHLOTZSKYS,Routine,02/18/2019,83,2337,MOCKINGBIRD,#100,75038,2337 W MOCKINGBIRD LN #100,02/1/19,FY2019
SUBWAY,Routine,12/15/2016,87,4417,LANCASTER,#1209,75216,4417 S LANCASTER RD #1209,12/1/16,FY2017
LA PAISANITA,Routine,07/27/2018,92,2505,INWOOD,#100,75235,2505 INWOOD RD STE #100,07/1/18,FY2018
PIZZA HUT,Routine,06/20/2017,93,4540,ROSS,#130,75204,4540 ROSS AVE #130,06/1/17,FY2017
JORGE'S TEX MEX CAFE,Routine,06/14/2018,87,1722,ROUTH,122,75201,1722 ROUTH ST STE 122,06/1/18,FY2018
RIOS CHICKEN & FISH,Routine,11/24/2018,86,2349,LAKELAND,,75228,2349 LAKELAND DR,11/1/18,FY2019
TEEKEE'S SHAVED ICE,Routine,03/23/2017,96,1626,MORRELL,,75203,1626 MORRELL AVE,03/1/17,FY2017
FRUTERIA CANO,Routine,07/28/2017,80,13531,MONTFORT,#125,75240,13531 MONTFORT DR #125,07/1/17,FY2017
BAWA SHELL,Routine,08/20/2018,93,5607,RL THORNTON,,75223,5607 E RL THORNTON FRWY,08/1/18,FY2018
ELLEN'S SOUTHERN KITCHEN,Routine,02/14/2017,84,1718,MARKET,,75202,1718 N MARKET ST,02/1/17,FY2017
RAVENNA,Routine,01/10/2017,94,1301,MAIN,#100,75202,1301 MAIN ST STE #100,01/1/17,FY2017
GATEWAY,Routine,12/06/2017,90,424,RL THORNTON,,75203,424 S RL THORNTON FRWY,12/1/17,FY2018
TACO BUENO,Routine,12/19/2017,91,2630,BUCKNER,,75227,2630 S BUCKNER BLVD,12/1/17,FY2018
PIZZA PATRON,Routine,03/17/2019,91,2302,GUS THOMASSON,108,75228,2302 GUS THOMASSON RD STE 108,03/1/19,FY2019
THOMAS EDISON,Routine,11/16/2017,91,2940,SINGLETON,,75212,2940 SINGLETON BLVD,11/1/17,FY2018
SUBWAY SANDWICHES,Routine,12/28/2016,98,2123,GREENVILLE,,75206,2123 GREENVILLE AVE,12/1/16,FY2017
MAROCHE'S BAKERY & PARTY,Routine,02/12/2019,91,1227,DAVIS,,75208,1227 W DAVIS ST,02/1/19,FY2019
ALDI FOOD STORE,Routine,07/05/2018,97,2505,FORT WORTH,,75211,2505 FORT WORTH AVE,07/1/18,FY2018
PEPE'S CONVENIENCE STORE,Routine,11/09/2016,97,4819,BERNAL,,75212,4819 BERNAL DR,11/1/16,FY2017
LAS ESTRELLA TAQUERIA Y TORTERIA,Routine,01/20/2017,85,316,ST AUGUSTINE,,75217,316 S ST AUGUSTINE RD,01/1/17,FY2017
ABUELITA PANADERIA,Routine,05/15/2017,66,3701,NORTHWEST,#186,75220,3701 W NORTHWEST HWY #186,05/1/17,FY2017
SUPERMERCADO TELOLOAPAN,Routine,07/28/2017,81,4950,ILLINOIS,121,75211,4950 W ILLINOIS AVE 121,07/1/17,FY2017
CVS PHARMACY,Routine,08/30/2017,97,5370,LOVERS,#310,75209,5370 W LOVERS LN #310,08/1/17,FY2017
CVS PHARMACY,Routine,02/07/2019,94,2323,ILLINOIS,,75224,2323 W ILLINOIS AVE,02/1/19,FY2019
BUNGALOW,Routine,02/28/2017,81,3121,ROSS,#100,75204,3121 ROSS AVE #100,02/1/17,FY2017
FRAZINI'S PIZZA,Routine,11/18/2016,87,2639,ELM,#C,75226,2639 ELM ST #C,11/1/16,FY2017
CLUB DADA,Routine,12/08/2016,95,2720,ELM,#101,75226,2720 ELM ST #101,12/1/16,FY2017
LOVER'S PIZZA RESTAURANTS,Routine,12/14/2016,66,9440,GARLAND,#162,75228,9440 GARLAND RD #162,12/1/16,FY2017
BANDERA CLUB,Routine,03/24/2017,84,10815,FERGUSON,,75228,10815 FERGUSON RD,03/1/17,FY2017
VBC GREENVILLE,Routine,07/13/2017,97,1921,GREENVILLE,,75206,1921 GREENVILLE AVE,07/1/17,FY2017
STARBUCKS STA03,Routine,03/28/2019,90,8008,CEDAR SPRINGS,C2653,75235,8008 CEDAR SPRINGS RD C2653,03/1/19,FY2019
YOGURT LAND,Routine,07/30/2018,91,4520,FRANKFORD,#1000,75287,4520 FRANKFORD RD #1000,07/1/18,FY2018
KIEST FOOD MART,Routine,02/11/2019,95,2419,KIEST,,75233,2419 W KIEST BLVD,02/1/19,FY2019
ALONTI CAFE & CATERING,Routine,04/28/2017,93,11411,CENTRAL,,75243,11411 N CENTRAL EXPW,04/1/17,FY2017
LILLIE'S & LELA'S SNOWBALLS,Routine,09/20/2018,82,1227,REDBIRD,,75241,1227 E REDBIRD LN,09/1/18,FY2018
SUBWAY SANDWICHES,Routine,10/14/2017,94,2231,LEDBETTER,#320,75224,2231 W LEDBETTER DR #320,10/1/17,FY2018
SAVANNAH'S FRESH MEAT MARKET,Routine,11/19/2016,92,9759,FOREST,#140,75243,9759 FOREST LN #140,11/1/16,FY2017
PAYLESS FUEL CENTER COIT,Routine,03/19/2019,92,12950,COIT,,75251,12950 COIT RD,03/1/19,FY2019
EMILY'S GROCERY,Routine,12/19/2018,84,1818,METROPOLITAN,,75215,1818 METROPOLITAN AVE,12/1/18,FY2019
15757 JAZEN TEA,Routine,07/16/2018,91,11613,CENTRAL,#106A,75243,11613 N CENTRAL EXPW #106A,07/1/18,FY2018
AZ FOOD MART,Routine,06/18/2018,96,300,MARSALIS,,75203,300 S MARSALIS AVE,06/1/18,FY2018
DAILY STOP,Routine,05/25/2017,85,2605,FORT WORTH,#100,75211,2605 FORT WORTH AVE #100,05/1/17,FY2017
SENRI PAR ASIAN GROCERY STORE,Routine,09/18/2017,94,9660,AUDELIA,#129,75238,9660 AUDELIA RD #129,09/1/17,FY2017
ACTION NUTRITION,Routine,10/19/2016,90,3701,NORTHWEST,#250,75220,3701 W NORTHWEST HWY #250,10/1/16,FY2017
MARLOW'S ENTERPRISES INC,Routine,08/24/2018,88,11810,C F HAWN,,75253,11810 C F HAWN FRWY,08/1/18,FY2018
TIENDA ANA SALVADORENA,Routine,11/02/2016,96,3106,DAWES,,75211,3106 DAWES DR,11/1/16,FY2017
THE BALCONY CLUB,Routine,01/05/2017,95,1825,ABRAMS,#B,75214,1825 ABRAMS RD #B,01/1/17,FY2017
LIBERTY BURGER,Routine,07/19/2018,88,1904,ABRAMS,#201,75214,1904 ABRAMS RD #201,07/1/18,FY2018
FRENCH BAKERY,Routine,02/28/2018,91,9560,SKILLMAN,#111,75243,9560 SKILLMAN ST #111,02/1/18,FY2018
CHIC BAKERY,Routine,02/13/2018,86,238,SUNSET,,75208,238 SUNSET AVE,02/1/18,FY2018
UNDECIDED CAFE,Routine,10/18/2018,90,3126,AL LIPSCOMB,,75215,3126 AL LIPSCOMB WAY,10/1/18,FY2019
A PLUS GROCERY BEER & WINE,Routine,09/26/2018,81,4407,MOCKINGBIRD,,75209,4407 W MOCKINGBIRD LN,09/1/18,FY2018
SUSHI AXIOM,Routine,02/05/2018,70,2323,HENDERSON,#100,75206,2323 N HENDERSON AVE STE #100,02/1/18,FY2018
JAN'S FOOD STORE,Routine,10/17/2017,83,2103,CANADA,,75212,2103 CANADA DR,10/1/17,FY2018
THE INDEPENDENT HOUSE & EATERY,Routine,10/17/2016,84,2712,MAIN,,75226,2712 MAIN ST,10/1/16,FY2017
BELLATRINO PIZZERIA & CUCINA,Routine,01/04/2017,93,920,HARWOOD,#201,75201,920 S HARWOOD ST #201,01/1/17,FY2017
SOUL CHICKEN & WAFFLES,Routine,10/28/2017,93,1223,RED BIRD,,75211,1223 E RED BIRD LN,10/1/17,FY2018
EL ANTOJO PRODUCE,Routine,02/08/2018,85,210,IRA,,75211,210 N IRA AVE,02/1/18,FY2018
THE FAMILY PLACE,Routine,11/16/2018,98,7890,SAMUELL,,75228,7890 SAMUELL BLVD,11/1/18,FY2019
HYPNOTIC EMPORIUM,Routine,08/28/2017,90,9005,GARLAND,,75218,9005 GARLAND RD,08/1/17,FY2017
FOOD STORE,Routine,03/20/2018,82,10729,AUDELIA,#110,75238,10729 AUDELIA RD #110,03/1/18,FY2018
MARBLE SLAB CREAMERY,Routine,09/27/2017,87,6130,BERKSHIRE,,75225,6130 BERKSHIRE LN,09/1/17,FY2017
CEDAR GROVE,Routine,03/28/2017,92,4123,CEDAR SPRINGS,#110,75219,4123 CEDAR SPRINGS RD #110,03/1/17,FY2017
SUBWAY,Routine,02/13/2019,96,8207,HAMPTON,100,75232,8207 S HAMPTON RD 100,02/1/19,FY2019
KONNI'S KORNER,Routine,12/14/2017,83,12801,CENTRAL,#190,75243,12801 N CENTRAL EXPW #190,12/1/17,FY2018
PHILLY TOWN,Routine,08/17/2018,93,600,PEARL,#G103,75201,600 N PEARL EXPW #G103,08/1/18,FY2018
GAS MONKEY BAR N GRILL,Routine,03/13/2017,96,10261,TECHNOLOGY,E,75220,10261 TECHNOLOGY BLVD E,03/1/17,FY2017
BIL LOTS,Routine,03/29/2017,89,2550,RED BIRD,#300,75237,2550 W RED BIRD LN #300,03/1/17,FY2017
PARK LANE CAFE,Routine,10/26/2016,94,8080,PARK,149,75231,8080 PARK LN STE 149,10/1/16,FY2017
VILLA O,Routine,01/19/2017,93,4514,TRAVIS,#132,75205,4514 TRAVIS ST #132,01/1/17,FY2017
CHUCK E CHEESE,Routine,10/20/2016,83,7110,WESTMORELAND,,75237,7110 S WESTMORELAND RD,10/1/16,FY2017
PALOMA SNOWCONES & GRILL,Routine,05/25/2018,90,7112,LAKE JUNE,,75217,7112 LAKE JUNE RD,05/1/18,FY2018
TIGER MART,Routine,08/19/2018,89,145,ANN ARBOR,,75224,145 W ANN ARBOR AVE,08/1/18,FY2018
MIMIS PIZZERIA,Routine,04/06/2017,91,3028,HALL,#179,75204,3028 N HALL ST #179,04/1/17,FY2017
PAPA JOHN'S PIZZA,Routine,03/14/2017,81,635,PRESTON ROYAL,#635A,75225,635 PRESTON ROYAL S/C #635A,03/1/17,FY2017
KOHL'S DALLAS,Routine,08/02/2018,97,17657,WATERVIEW,,75252,17657 WATERVIEW PKWY,08/1/18,FY2018
RICE BOWL EXPRESS,Routine,06/08/2018,94,5542,MAPLE,#C,75235,5542 MAPLE AVE STE #C,06/1/18,FY2018
SUNSHINE DONUTS,Routine,12/02/2016,78,10031,MARSH,#108,75229,10031 MARSH LN #108,12/1/16,FY2017
GRANDY'S,Routine,04/05/2018,87,8904,STEMMONS,,75247,8904 N STEMMONS FRWY,04/1/18,FY2018
PAYLESS FOOD & BEER WINE,Routine,01/09/2017,97,3249,DAWES,,75211,3249 DAWES DR,01/1/17,FY2017
ALLIGATOR JACKS BEER & WINE,Routine,05/13/2017,86,5310,LAMAR,,75215,5310 S LAMAR ST,05/1/17,FY2017
BIG DADDY'S SUPERMARKET,Routine,08/23/2018,82,6204,BEXAR,,75215,6204 BEXAR ST,08/1/18,FY2018
IN-N-OUT BURGER,Routine,07/27/2017,91,3901,ADLER,200,75211,3901 ADLER DR STE 200,07/1/17,FY2017
LONG JOHN SILVER'S,Routine,09/06/2018,93,2621,WESTMORELAND,,75211,2621 S WESTMORELAND RD,09/1/18,FY2018
THE ALLIGATOR,Routine,10/28/2016,80,9540,GARLAND,862,75218,9540 GARLAND RD STE 862,10/1/16,FY2017
LESLIE'S BAKERY,Routine,06/14/2017,88,2915,COMMUNITY,#102,75220,2915 COMMUNITY DR #102,06/1/17,FY2017
EDITH PATISSERIE,Routine,05/31/2018,85,5331,MOCKINGBIRD,#160,75206,5331 E MOCKINGBIRD LN #160,05/1/18,FY2018
TM GROCERY BEER WINE,Routine,10/26/2016,89,4537,ELSIE FAYE HEGGINS,,75210,4537 ELSIE FAYE HEGGINS ST,10/1/16,FY2017
THE VARSITY GRILL,Routine,06/27/2018,87,9310,FOREST,#362,75243,9310 FOREST LN STE #362,06/1/18,FY2018
PIZZA HUT,Routine,03/08/2017,95,2261,SINGLETON,#108,75212,2261 SINGLETON BLVD #108,03/1/17,FY2017
JOHNNY'S CLUB VEGAS,Routine,05/14/2019,87,112,COLLETT,#156,75214,112 N COLLETT AVE #156,05/1/19,FY2019
UPTOWN URBAN MARKET,Follow-up,08/30/2018,89,2600,CEDAR SPRING,,75204,2600 CEDAR SPRING RD,08/1/18,FY2018
BUDA JUICE,Routine,11/28/2017,94,3010,HENDERSON,#120,75206,3010 N HENDERSON AVE #120,11/1/17,FY2018
THE VELVET ELVIS,Routine,01/24/2017,94,3720,WALNUT HILL,#117,75229,3720 WALNUT HILL LN #117,01/1/17,FY2017
MEZZE TAPAS RESTAURANT,Routine,12/05/2017,88,5321,MOCKINGBIRD,#110,75206,5321 E MOCKINGBIRD LN #110,12/1/17,FY2018
MARY KAY CAFETERIA,Routine,04/13/2017,92,1330,REGAL,,75247,1330 REGAL ROW,04/1/17,FY2017
VFW POST,Routine,11/20/2018,89,9179,GASTON,,75218,9179 GASTON PKWY,11/1/18,FY2019
RESTAURANTE EL GALLO D',Routine,02/14/2017,85,9600,LAKE JUNE,,75217,9600 LAKE JUNE RD,02/1/17,FY2017
WALGREENS,Routine,10/31/2018,92,3211,LANCASTER,,75216,3211 S LANCASTER RD,10/1/18,FY2019
C-STORE,Routine,01/17/2019,97,4040,CEDAR SPRINGS,,75219,4040 CEDAR SPRINGS RD,01/1/19,FY2019
BASKIN ROBINS,Routine,04/30/2018,98,8008,CEDAR SPRINGS,C2521,75235,8008 CEDAR SPRINGS RD C2521,04/1/18,FY2018
LIBERTY BURGERS,Routine,12/20/2016,80,5211,FOREST,#105,75244,5211 FOREST LN #105,12/1/16,FY2017
BBBOP,Routine,12/27/2017,85,2023,GREENVILLE,#130,75206,2023 GREENVILLE RD #130,12/1/17,FY2018
I LOVE AMERICAN DELI,Routine,07/09/2018,80,3207,KIRNWOOD,#116,75237,3207 KIRNWOOD DR #116,07/1/18,FY2018
CAFE EXPRESS,Routine,04/28/2017,83,5307,MOCKINGBIRD,#350,75206,5307 E MOCKINGBIRD LN #350,04/1/17,FY2017
POTBELLY SANDWICH WORKS,Routine,01/27/2019,84,2222,MCKINNEY,#220,75201,2222 MCKINNEY AVE #220,01/1/19,FY2019
D.F. DISTRIBUTION CENTER,Routine,02/22/2017,88,13331,PRESTON,#1032,75240,13331 PRESTON RD #1032,02/1/17,FY2017
LET'S ROLL ICE CREAM SHOP,Routine,05/31/2017,95,3101,COMMERCE,#102,75226,3101 COMMERCE ST #102,05/1/17,FY2017
DAIRY WAY,Routine,07/12/2017,80,5235,DAVIS,,75211,5235 W DAVIS ST,07/1/17,FY2017
BOB'S EXXON,Routine,09/21/2017,94,2170,NORTHWEST,,75220,2170 W NORTHWEST HWY,09/1/17,FY2017
DOMINOS PIZZA,Routine,08/28/2018,91,10704,GARLAND,#100,75218,10704 GARLAND RD #100,08/1/18,FY2018
TODOS AMIGOS,Routine,02/24/2019,93,2915,COMMUNITY,#101,75220,2915 COMMUNITY DR #101,02/1/19,FY2019
CHASERS,Routine,09/26/2018,94,2932,BUCKNER,,75228,2932 N BUCKNER BLVD,09/1/18,FY2018
COUNTRY CHINA,Routine,12/06/2016,82,5757,JIM MILLER,,75228,5757 N JIM MILLER RD,12/1/16,FY2017
BUY LOW BEVERAGE,Routine,03/28/2018,84,2698,RL THORNTON,,75224,2698 S RL THORNTON FRWY,03/1/18,FY2018
LIFETIME FITNESS,Routine,08/28/2017,80,3419,TRINITY MILLS,,75287,3419 TRINITY MILLS RD,08/1/17,FY2017
WALGREENS,Routine,05/27/2017,95,6515,ABRAMS,,75231,6515 ABRAMS RD,05/1/17,FY2017
CICI'S PIZZA,Routine,01/10/2017,87,7879,SPRING VALLEY,139,75240,7879 SPRING VALLEY RD 139,01/1/17,FY2017
TWISTED ROOT BURGER,Routine,10/14/2016,86,2615,COMMERCE,,75226,2615 COMMERCE ST,10/1/16,FY2017
WOK STREET,Routine,01/24/2017,82,2005,BUCKNER,,75217,2005 S BUCKNER BLVD,01/1/17,FY2017
RACETRAC,Routine,09/22/2017,91,10707,FERGUSON,,75228,10707 FERGUSON RD,09/1/17,FY2017
DOMINO'S PIZZA,Routine,02/14/2018,91,3720,WALNUT HILL,#105,75229,3720 WALNUT HILL LN #105,02/1/18,FY2018
DICKEY'S BARBECUE PIT,Routine,02/22/2018,80,2445,NORTHWEST,#106,75220,2445 W NORTHWEST HWY #106,02/1/18,FY2018
HEROS SPORTS GRILL,Routine,09/27/2017,83,7402,GREENVILLE,#230,75231,7402 GREENVILLE AVE #230,09/1/17,FY2017
ACCENT FOOD SERVICES- ULTA,Routine,03/06/2019,97,4786,MOUNTAIN CREEK,,75236,4786 MOUNTAIN CREEK PKWY,03/1/19,FY2019
NESTLE TOLLHOUSE CAFE BY CHIP -KIOSK,Routine,02/11/2019,94,13350,DALLAS,#2255,75240,13350 DALLAS PKWY #2255,02/1/19,FY2019
NOTHING BUNDT CAKES,Routine,11/26/2018,94,10720,PRESTON,1101B,75230,10720 PRESTON RD 1101B,11/1/18,FY2019
J MURPHY'S CLUB,Routine,12/14/2017,93,2353,OATES,,75228,2353 OATES DR,12/1/17,FY2018
M & M FOOD STORE,Routine,03/22/2017,97,3223,WESTMORELAND,,75212,3223 N WESTMORELAND RD,03/1/17,FY2017
PAZZO,Routine,06/21/2018,80,2680,CEDAR SPRINGS,,75204,2680 CEDAR SPRINGS RD,06/1/18,FY2018
SUBWAY,Routine,04/12/2018,100,2636,FRANKFORD,#109,75252,2636 FRANKFORD RD #109,04/1/18,FY2018
SOUTH BUCKNER FOOD MART,Routine,05/25/2018,92,521,BUCKNER,,75217,521 S BUCKNER BLVD,05/1/18,FY2018
