restaurant_name,inspection_type,inspection_date,inspection_score,street_number,street_name,street_unit,zip_code,street_address,inspection_month,inspection_year,lat,long
BIG TEXAS MOBILE FOOD SERVICE,Routine,07/15/2019,95,4619,EAST GRAND,,75223,4619 EAST GRAND AVE,Jul 2019,FY2019,32.785452, -96.756501
EMERSON ON HARVEST HILL,Routine,08/01/2019,100,5550,HARVEST HILL,,75230,5550 HARVEST HILL RD,Aug 2019,FY2019,32.921487, -96.812959
MEDUSA #4,Routine,03/21/2019,100,1930,PACIFIC,,75201,1930 PACIFIC AVE,Mar 2019,FY2019,32.78316, -96.794828
MORSEL'S,Routine,11/13/2019,95,555,LAMAR,#100,75202,555 S LAMAR ST #100,Nov 2019,FY2020,32.775343, -96.803021
SUSHI ROCK,Routine,07/02/2019,97,7601,CAMPBELL,#700,75248,7601 CAMPBELL RD #700,Jul 2019,FY2019,32.978335, -96.769848
POPEYES,Routine,12/02/2019,97,11360,NORTHWEST,,75238,11360 E NORTHWEST HWY,Dec 2019,FY2020,32.864116, -96.683561
TAQUERIA BOCA DEL RIO,Routine,08/01/2019,95,4605,MAPLE,,75219,4605 MAPLE AVE,Aug 2019,FY2019,41.80665, -87.850527
LA ZONA ROSA CABARET,Routine,03/15/2019,98,1676,REGAL,,75247,1676 REGAL ROW,Mar 2019,FY2019,32.836261, -96.873371
ONE MAIN SUN DRY,Routine,12/06/2019,100,1201,MAIN,P-290,75202,1201 MAIN ST P-290,Dec 2019,FY2020,38.612972, -87.351702
MIKE'S CHICKEN,Routine,07/31/2019,94,4234,MAPLE,,75219,4234 MAPLE AVE,Jul 2019,FY2019,32.808237, -96.818783
JULIAN T SALDIVAR ELEM,Routine,11/20/2019,96,9510,BROCKBANK,,75220,9510 BROCKBANK DR,Nov 2019,FY2020,32.864131, -96.873615
VH CASUAL DINING & BAR,Routine,12/11/2019,95,1115,BECKLEY,,75203,1115 N BECKLEY AVE,Dec 2019,FY2020,32.757101, -96.822987
FRESH II PREP,Routine,01/31/2019,100,700,PEARL,N102,75201,700 N PEARL ST N102,Jan 2019,FY2019,42.67732, -73.737011
HIGHLAND PARK I.S.D. (CAFETERIA),Routine,11/13/2019,88,8385,DURHAM,,75225,8385 DURHAM ST,Nov 2019,FY2020,28.46883, -82.579357
WM BROWN MILLER ELEM,Routine,11/20/2019,97,3111,BONNIE VIEW,,75216,3111 BONNIE VIEW RD,Nov 2019,FY2020,32.719582, -96.779795
SOUTHWEST AIRLINE (GRAB & GO),Routine,11/25/2019,100,2195,RESEARCH,,75235,2195 RESEARCH ROW,Nov 2019,FY2020,32.842225, -96.866856
SKYLINE STUDENT KITCHEN - CULINARY,Routine,12/03/2019,98,7777,FORNEY,,75227,7777 FORNEY RD,Dec 2019,FY2020,32.778131, -96.690619
THE QUIXOTIC WORLD,Routine,11/16/2019,100,2824,MAIN,,75226,2824 MAIN ST,Nov 2019,FY2020,32.784126, -96.782337
LUCIA,Routine,07/26/2019,93,408,EIGHTH,101,75208,408 W EIGHTH ST 101,Jul 2019,FY2019,47.025857, -123.919819
DALLAS LIFE GROCERY,Routine,11/18/2019,94,1100,CADIZ,,75215,1100 CADIZ ST,Nov 2019,FY2020,32.771981, -96.798397
BOB'S STEAKHOUSE & KITCHEN,Routine,07/31/2019,100,555,LAMAR,#100,75202,555 S LAMAR ST #100,Jul 2019,FY2019,32.775343, -96.803021
LAKEWOOD CC CLUB,Routine,07/10/2019,97,6430,GASTON,,75214,6430 GASTON AVE,Jul 2019,FY2019,32.814827, -96.751821
LEE HARVEY'S/PATIO BAR,Routine,11/18/2019,100,1807,GOULD,,75215,1807 GOULD ST,Nov 2019,FY2020,32.768123, -96.789363
CC YOUNG (ADULT DAY CARE LEVEL 1),Routine,11/26/2019,100,4849,LAWTHER,,75214,4849 W LAWTHER DR,Nov 2019,FY2020,32.85442, -96.730528
FRESH II PREP,Routine,11/20/2019,97,700,PEARL,N102,75201,700 N PEARL ST N102,Nov 2019,FY2020,42.67732, -73.737011
CITY CLUB BAR,Routine,12/09/2019,100,901,MAIN,69TH,75202,901 MAIN ST 69TH,Dec 2019,FY2020,46.399564, -122.961591
LION FOOD MART,Routine,07/24/2019,98,7272,GASTON,,75214,7272 GASTON AVE,Jul 2019,FY2019,32.81239, -96.731523
SNAP KITCHEN,Routine,07/30/2019,97,4436,LEMMON,,75219,4436 LEMMON AVE,Jul 2019,FY2019,32.818791, -96.81351
WESTIN (CAFE IN THE PARK),Routine,12/12/2019,100,12720,MERIT,,75251,12720 MERIT DR,Dec 2019,FY2020,32.922124, -96.772077
BURGER KING,Routine,11/18/2019,98,11404,NORTHWEST,,75218,11404 E NORTHWEST HWY,Nov 2019,FY2020,32.863969, -96.682698
JACK IN THE BOX #704,Routine,11/13/2019,100,4402,MAPLE,,75219,4402 MAPLE AVE,Nov 2019,FY2020,32.810369, -96.821303
NATURE'S PLATE,Routine,07/18/2019,100,11811,PRESTON,#101,75243,11811 PRESTON RD #101,Jul 2019,FY2019,32.910437, -96.803995
RESIDENCE INN KITCHEN,Routine,05/06/2019,95,5460,JAMES TEMPLE,,75240,5460 JAMES TEMPLE DR,May 2019,FY2019,32.929133, -96.815919
MASKARAS MEXICAN GRILL,Routine,07/16/2019,100,2423,KIEST,,75233,2423 W KIEST BLVD,Jul 2019,FY2019,32.705773, -96.858033
HOTEL CRESCENT COURT (BASEMENT),Routine,07/18/2019,100,400,CRESCENT,,75201,400 CRESCENT CT,Jul 2019,FY2019,33.225171, -84.259354
MAGO'S CAFE,Routine,12/04/2019,98,511,GILPIN,,75211,511 N GILPIN AVE,Dec 2019,FY2020,32.749011, -96.880622
LA AZTECA MEAT MARKET GROCERY,Routine,02/10/2019,91,3701,NORTHWEST,#203,75220,3701 W NORTHWEST HWY #203,Feb 2019,FY2019,32.860684, -96.856674
RITZ CARLTON HOTEL-OUTDOOR BAR,Routine,11/11/2019,100,2121,MCKINNEY,#101,75201,2121 MCKINNEY AVE #101,Nov 2019,FY2020,32.792274, -96.803059
TARGET/STARBUCKS,Routine,07/12/2019,98,6464,NORTHWEST,#212,75214,6464 E NORTHWEST HWY #212,Jul 2019,FY2019,32.857887, -96.751748
MAPLE LAWN SCHOOL,Routine,11/13/2019,99,3120,INWOOD,,75235,3120 INWOOD RD,Nov 2019,FY2020,32.826305, -96.830466
DALLAS COMEDY HOUSE,Routine,12/04/2019,97,3036,ELM,#100,75226,3036 ELM ST #100,Dec 2019,FY2020,32.785456, -96.779522
FIRST FLOOR SPECIALTY KITCHEN,Routine,07/31/2019,100,555,LAMAR,#100,75202,555 S LAMAR ST #100,Jul 2019,FY2019,32.775343, -96.803021
CVS PHARMACY #7742,Routine,07/12/2019,99,5659,LEMMON,,75209,5659 LEMMON AVE,Jul 2019,FY2019,32.829932, -96.82658
GILL ELEMENTARY,Routine,11/18/2019,100,10910,FERGUSON,,75228,10910 FERGUSON RD,Nov 2019,FY2020,32.844961, -96.661627
JUNGLE CAFE KITCHEN BAKERY,Routine,01/15/2019,99,1801,GRIFFIN,,75202,1801 N GRIFFIN ST,Jan 2019,FY2019,32.783496, -96.804933
UPLIFT WHITE ROCK HILLS (FL #1 PHASE #A),Routine,11/20/2019,96,7370,VALLEYGLEN,PH #A,75228,7370 VALLEYGLEN DR FL#1 PH #A,Nov 2019,FY2020,0,0
WALT GARRISON RODEO BAR,Routine,07/18/2019,100,1321,COMMERCE,,75202,1321 COMMERCE ST,Jul 2019,FY2019,38.256514, -122.641281
CHILDREN'S HEALTH,Routine,11/15/2019,97,1340,EMPIRE CENTRAL,,75247,1340 EMPIRE CENTRAL,Nov 2019,FY2020,0,0
OLIVER WENDELL HOLMES,Routine,11/19/2019,97,2001,KIEST,,75216,2001 E KIEST BLVD,Nov 2019,FY2020,32.71525, -96.790464
HAYNES AND BOONE EMPLOYEE BREAKROOM,Routine,12/11/2019,97,2323,VICTORY,700,75202,2323 VICTORY AVE STE 700,Dec 2019,FY2020,46.994205, -123.812408
MT AUBURN ELEMENTARY,Routine,11/15/2019,97,6012,EAST GRAND,,75223,6012 EAST GRAND AVE,Nov 2019,FY2020,32.79629, -96.744569
CHIPOTLE MEXICAN GRILL,Routine,12/04/2019,98,18152,PRESTON,#1,75252,18152 PRESTON RD #1,Dec 2019,FY2020,32.999365, -96.79707
PHO IS FOR LOVERS,Routine,07/25/2019,98,5521,GREENVILLE,#105,75206,5521 GREENVILLE AVE #105,Jul 2019,FY2019,32.853854, -96.769369
TACO BELL,Routine,12/03/2019,98,4616,FRANKFORD,,75287,4616 FRANKFORD RD,Dec 2019,FY2020,32.997517, -96.827583
BANQUET KITCHEN FOR HOTEL,Routine,07/31/2019,100,555,LAMAR,#100,75202,555 S LAMAR ST #100,Jul 2019,FY2019,32.775343, -96.803021
LAKE HIGHLANDS STUDENT UNION,Routine,11/21/2019,100,9449,CHURCH,,75238,9449 CHURCH RD,Nov 2019,FY2020,32.886202, -96.726929
LAKE HIGHLANDS JR HIGH,Routine,11/22/2019,100,10301,WALNUT HILL,,75238,10301 WALNUT HILL LN,Nov 2019,FY2020,32.879072, -96.707047
WESTIN GALLERIA DALLAS EMPLOYEE KITCHEN,Routine,08/14/2019,100,13340,DALLAS,,75240,13340 DALLAS PKWY,Aug 2019,FY2019,32.929958, -96.820931
SONIC DRIVE IN,Routine,07/24/2019,99,9119,GARLAND,,75218,9119 GARLAND RD,Jul 2019,FY2019,32.829499, -96.707668
LAKEWOOD COUNTRY CLUB,Routine,07/10/2019,95,1912,ABRAMS,,75214,1912 ABRAMS ST,Jul 2019,FY2019,0,0
"NATIONAL AUDUBON SOCIETY, INC",Routine,07/31/2019,100,6500,GREAT TRINITY FOREST,,75217,6500 GREAT TRINITY FOREST WAY,Jul 2019,FY2019,32.712604, -96.708764
SUBWAY,Routine,07/18/2019,99,6402,MOCKINGBIRD,#A,75214,6402 E MOCKINGBIRD LN #A,Jul 2019,FY2019,32.836381, -96.752435
CHEDDAR'S,Routine,11/13/2019,97,12355,GREENVILLE,,75243,12355 GREENVILLE AVE,Nov 2019,FY2020,32.915669, -96.744056
GENGHIS GRILL,Routine,07/25/2019,83,5500,GREENVILLE,#402,75206,5500 GREENVILLE AVE #402,Jul 2019,FY2019,32.853549, -96.769299
BENNY BAGELS LAKEWOOD,Routine,07/08/2019,88,1901,SKILLMAN,,75206,1901 SKILLMAN,Jul 2019,FY2019,32.813544, -96.761579
GOLDEN CROWN BBQ - BBQ KITCHEN,Routine,07/29/2019,81,9780,WALNUT,#360T,75243,9780 WALNUT ST #360T,Jul 2019,FY2019,32.923267, -96.718843
COMMISSARY @ 1217 MAIN (BASEMENT),Routine,07/29/2019,82,1217,MAIN,,75202,1217 MAIN ST,Jul 2019,FY2019,41.024999, -81.430786
AVILA'S MEXICAN RESTAURANT,Routine,07/16/2019,74,4714,MAPLE,,75219,4714 MAPLE AVE,Jul 2019,FY2019,34.215027, -77.884094
BURGER STREET,Routine,07/12/2019,91,9180,SKILLMAN,,75243,9180 SKILLMAN ST,Jul 2019,FY2019,32.902313, -96.715817
SHERATON DRAFT BAR,Routine,07/23/2019,95,400,OLIVE,FL 2,75201,400 N OLIVE ST FL 2,Jul 2019,FY2019,38.918591, -97.210524
SPRINGHILL SUITES,Routine,07/12/2019,94,2363,STEMMONS,,75220,2363 STEMMONS TRL,Jul 2019,FY2019,32.859738, -96.889626
WINGSTOP,Routine,07/22/2019,98,10910,CENTRAL,#500,75231,10910 N CENTRAL EXPW #500,Jul 2019,FY2019,32.897933, -96.768689
GOLD RUSH CAFE,Routine,07/08/2019,84,1913,SKILLMAN,,75206,1913 SKILLMAN ST,Jul 2019,FY2019,32.813147, -96.761771
DAILY DAWN DONUTS,Routine,08/01/2019,88,8702,LANCASTER,#110,75241,8702 S LANCASTER RD #110,Aug 2019,FY2019,32.642735, -96.779413
COWBOY CHICKEN,Routine,07/22/2019,93,17437,PRESTON,#1043,75252,17437 PRESTON RD #1043,Jul 2019,FY2019,32.990269, -96.801753
SODA'S CAFE,Routine,08/05/2019,80,1341,MOCKINGBIRD,#C-28,75247,1341 W MOCKINGBIRD LN #C-28,Aug 2019,FY2019,32.821674, -96.865229
MANNY'S UPTOWN TEX-MEX,Routine,07/10/2019,92,7601,CAMPBELL,#725,75248,7601 CAMPBELL RD #725,Jul 2019,FY2019,32.978335, -96.769848
JAPANESE  TAMPOPO,Routine,07/24/2019,80,6130,GREENVILLE,#100,75206,6130 GREENVILLE AVE #100,Jul 2019,FY2019,32.859672, -96.767972
BLUE SUSKI SAKE GRILL,Routine,08/05/2019,87,3220,MCKINNEY,#100,75204,3220 MCKINNEY AVE #100,Aug 2019,FY2019,32.803253, -96.800064
PRESBYTERIAN VILLAGE WELLNESS CENTER,Routine,07/17/2019,94,8730,WESTMINSTER,,75243,8730 WESTMINSTER,Jul 2019,FY2019,0,0
PIZZERIA TESTA,Routine,07/18/2019,92,3525,GREENVILLE,,75206,3525 GREENVILLE AVE,Jul 2019,FY2019,32.830631, -96.77015
PARADISE BAKERY & CAFE,Routine,07/23/2019,82,13710,DALLAS,H-1,75240,13710 DALLAS PKWY H-1,Jul 2019,FY2019,32.934553, -96.821633
MARRIOTT CONCIERGI LOUNGE @16TH FLR,Routine,07/27/2019,99,650,PEARL,,75201,650 N PEARL EXPW,Jul 2019,FY2019,0,0
TAQUERIA/BAKERY,Routine,07/18/2019,87,10020,MARSH,,75229,10020 MARSH LN,Jul 2019,FY2019,32.8814, -96.856106
OH SUSHI,Routine,08/08/2019,80,2053,NORTHWEST,#90,75220,2053 W NORTHWEST HWY #90,Aug 2019,FY2019,32.866718, -96.906496
WHITE ROCK COFFEE EXPRESS,Routine,07/10/2019,95,4216,ABRAMS,,75214,4216 ABRAMS RD,Jul 2019,FY2019,32.836824, -96.75285
SILVER CITY,Routine,07/15/2019,97,7501,STEMMONS,#A,75247,7501 N STEMMONS FRWY #A,Jul 2019,FY2019,32.820551, -96.870365
ALOHA BAR-B-QUE,Routine,08/01/2019,80,5610,LEMMON,#A1,75209,5610 LEMMON AVE #A1,Aug 2019,FY2019,32.828768, -96.825046
WAI KITCHEN,Routine,07/30/2019,76,4315,LEMMON,,75219,4315 LEMMON AVE,Jul 2019,FY2019,32.817207, -96.811885
SALVATION ARMY #1122 UPSTAIRS,Routine,07/12/2019,92,5302,HARRY HINES,FL #2,75235,5302 HARRY HINES BLVD FL #2,Jul 2019,FY2019,32.812929, -96.838459
FITO'S #2 TACOS DE TROMPO,Routine,08/09/2019,92,3113,DAVIS,,75211,3113 W DAVIS ST,Aug 2019,FY2019,32.749537, -96.872094
RIZOS INTERNET CAFE,Routine,07/24/2019,76,2828,NORTHWEST,#D,75220,2828 W NORTHWEST HWY STE #D,Jul 2019,FY2019,32.857423, -96.87316
TAQUERIA TAXCO,Routine,07/22/2019,84,9222,JOHN W. CARPENTER,,75247,9222 JOHN W. CARPENTER FRWY,Jul 2019,FY2019,32.827575, -96.885058
BIRRIERIA AGUINAGA,Routine,07/24/2019,76,2829,NORTHWEST,#520,75220,2829 W NORTHWEST HWY #520,Jul 2019,FY2019,32.85752, -96.873062
MING PLACE CHINA BISTRO,Routine,07/12/2019,85,5715,LEMMON,#3,75209,5715 LEMMON AVE #3,Jul 2019,FY2019,32.830329, -96.827013
RESIDENT TAQUERIA,Routine,07/25/2019,90,9661,AUDELIA,#112,75238,9661 AUDELIA RD #112,Jul 2019,FY2019,32.877932, -96.717969
THAI LOTUS KITCHEN,Routine,07/12/2019,94,3851,CEDAR SPRINGS,#D,75219,3851 CEDAR SPRINGS RD #D,Jul 2019,FY2019,32.810169, -96.810202
MIS CAZUELAS RESTAURANT,Routine,08/05/2019,80,4933,COLUMBIA,,75214,4933 COLUMBIA AVE,Aug 2019,FY2019,38.610404, -90.269147
TRUCK YARD,Routine,07/26/2019,80,5624,SEARS,,75206,5624 SEARS ST,Jul 2019,FY2019,32.81454, -96.771151
CANDLEWOOD DALLAS,Routine,07/17/2019,99,13939,NOEL,,75240,13939 NOEL RD,Jul 2019,FY2019,32.937416, -96.818037
"MIJAS CAFETERIA, LLC",Routine,07/22/2019,89,8700,STEMMONS,#105,75247,8700 N STEMMONS FRWY #105,Jul 2019,FY2019,32.830862, -96.873659
CELESTIAL BEERWORKS,Routine,02/15/2019,100,2530,BUTLER,,75235,2530 BUTLER ST,Feb 2019,FY2019,32.820057, -96.833183
7-ELEVEN STORE #36449B,Routine,07/15/2019,80,5950,RL THORNTON,,75232,5950 S RL THORNTON FRWY,Jul 2019,FY2019,32.675316, -96.82206
RODEO GOAT,Routine,08/03/2019,80,9600,WHARF,,75019,9600 WHARF,Aug 2019,FY2019,48.575794, -122.538174
HIGHLAND DALLAS KITCHEN,Routine,07/25/2019,95,5300,MOCKINGBIRD,,75206,5300 E MOCKINGBIRD LN,Jul 2019,FY2019,32.836527, -96.777896
LA MADELINE FRENCH BAKERY,Routine,08/12/2019,77,3906,LEMMON,#110,75219,3906 LEMMON AVE #110,Aug 2019,FY2019,32.813073, -96.806899
JUNGLE CAFE KITCHEN BAKERY,Routine,07/30/2019,90,1801,GRIFFIN,,75202,1801 N GRIFFIN ST,Jul 2019,FY2019,32.783496, -96.804933
WHATABURGER,Routine,08/01/2019,96,15255,MONTFORT,,78216,15255 MONTFORT DR,Aug 2019,FY2019,32.957917, -96.818378
BELLAGREEN,Routine,07/15/2019,91,8041,WALNUT HILL,,75231,8041 WALNUT HILL LN,Jul 2019,FY2019,32.880727, -96.767275
DOLLAR TREE,Routine,07/15/2019,86,4777,VISTAWOOD,#150,75232,4777 VISTAWOOD BLVD #150,Jul 2019,FY2019,32.686314, -96.82576
CAFE IZMIR,Routine,07/17/2019,94,211,ERVAY,LL100,75201,211 N ERVAY ST STE LL100,Jul 2019,FY2019,32.782205, -96.797461
PHO ANAH,Routine,07/19/2019,81,10675,NORTHWEST,#1635,75238,10675 E NORTHWEST HWY #1635,Jul 2019,FY2019,32.864304, -96.701596
LUCKY'S FOOD MART,Routine,08/09/2019,88,1132,LEDBETTER,#150,75216,1132 E LEDBETTER DR #150,Aug 2019,FY2019,32.682133, -96.806142
EL RIO GRANDE #1 / TAQUERIA,Routine,07/16/2019,82,5308,MAPLE,,75235,5308 MAPLE AVE,Jul 2019,FY2019,39.351443, -76.677692
TUTTA'S,Routine,07/19/2019,89,1701,MARKET,#110,75202,1701 N MARKET ST #110,Jul 2019,FY2019,40.502788, -86.129234
SUR LE TABLE,Routine,08/05/2019,90,4525,COLE,#190,75205,4525 COLE AVE #190,Aug 2019,FY2019,32.822383, -96.789342
TUTI FRUTI FRUTERIA,Routine,07/15/2019,93,9334,RL THORNTON,#204,75228,9334 E RL THORNTON FRWY #204,Jul 2019,FY2019,32.797067, -96.68472
SNOWBABY LLC,Routine,07/09/2019,97,6404,GASTON,,75214,6404 GASTON AVE,Jul 2019,FY2019,32.813989, -96.752614
BROADWAY PIZZA,Routine,08/06/2019,93,700,PEARL,#104,75201,700 N PEARL EXPW #104,Aug 2019,FY2019,0,0
TCBY,Routine,07/18/2019,96,6402,MOCKINGBIRD,,75214,6402 E MOCKINGBIRD LN,Jul 2019,FY2019,32.836381, -96.752435
METHODIST REHABILITATION HOSPITAL,Routine,07/12/2019,82,3020,WHEATLAND,,75237,3020 W WHEATLAND RD,Jul 2019,FY2019,32.647445, -96.870589
FLYING FISH,Routine,07/11/2019,82,6126,LUTHER,#B,75225,6126 LUTHER LN #B,Jul 2019,FY2019,32.863612, -96.805294
CULINAIRE,Routine,07/17/2019,95,8303,ELMBROOK,,75247,8303 ELMBROOK DR,Jul 2019,FY2019,32.824774, -96.865992
DAYS INN AND SUITES,Routine,07/18/2019,80,2334,NORTHWEST,,75220,2334 W NORTHWEST HWY,Jul 2019,FY2019,32.860525, -96.888138
FLOWER CHILD,Routine,07/30/2019,92,5959,ROYAL,#542,75230,5959 ROYAL LN #542,Jul 2019,FY2019,32.894886, -96.805103
EL PUEBLO MEXICAN RESTAURANT,Routine,08/14/2019,87,525,JEFFERSON,#A,75203,525 E JEFFERSON BLVD #A,Aug 2019,FY2019,32.746595, -96.816891
WILD SALSA,Routine,07/30/2019,84,1800,MAIN,,75214,1800 MAIN ST,Jul 2019,FY2019,42.537974, -94.533997
LAUREL TAVERN,Routine,07/16/2019,89,1920,GREENVILLE,,75206,1920 GREENVILLE AVE,Jul 2019,FY2019,32.813651, -96.7702
LBJ FOOD MART @JUPITER,Routine,07/25/2019,82,13015,JUPITER,#100,75238,13015 JUPITER RD STE #100,Jul 2019,FY2019,32.873859, -96.683179
DG'S GENTLEMAN'S CLUB,Routine,07/09/2019,87,2117,NORTHWEST,,75220,2117 W NORTHWEST HWY,Jul 2019,FY2019,32.866044, -96.904445
COMFORT SUITES,Routine,07/16/2019,97,2287,NORTHWEST,,75220,2287 W NORTHWEST HWY,Jul 2019,FY2019,32.940185, -97.10121
EDDIE V'S PRIME SEAFOOD (BAR),Routine,07/18/2019,96,4023,OAK LAWN,#110,75219,4023 OAK LAWN AVE #110,Jul 2019,FY2019,32.817954, -96.802436
MAGNOLIA HOTEL DALLAS PARK CITIES (PARK CITIES GRILL),Routine,07/30/2019,90,6070,CENTRAL,,75206,6070 N CENTRAL EXPW,Jul 2019,FY2019,33.130724, -96.658397
"HOOK, LINE & SINKER",Routine,07/17/2019,89,3103,LEMMON,,75204,3103 LEMMON AVE,Jul 2019,FY2019,32.806051, -96.798556
HOMEWOOD RESTAURANT (INSIDE BAR),Routine,08/08/2019,96,4002,OAK LAWN,,75219,4002 OAK LAWN AVE,Aug 2019,FY2019,32.817715, -96.802328
URBAN COFFEE,Routine,07/25/2019,93,901,MAIN,#C117,75202,901 MAIN ST #C117,Jul 2019,FY2019,39.018313, -94.275503
CHICK-FIL-A,Routine,02/26/2019,100,15235,MONTFORT,,75248,15235 MONTFORT RD,Feb 2019,FY2019,32.957266, -96.818559
PANADERIA Y RESTAURANT LATINA,Routine,07/16/2019,94,611,HAMPTON,,75211,611 S HAMPTON RD,Jul 2019,FY2019,39.959371, -82.91046
QDOBA MEXICAN GRILL,Routine,07/17/2019,95,5600,LOVERS,#128,75206,5600 W LOVERS LN #128,Jul 2019,FY2019,32.851172, -96.816318
YUTAKA SUSHI,Routine,07/31/2019,91,2633,MCKINNEY,#140,75204,2633 MCKINNEY AVE #140,Jul 2019,FY2019,32.7974, -96.80144
CROWNE PLAZA DALLAS - BAR/BUFFET,Routine,08/06/2019,89,7050,STEMMONS,,75247,7050 N STEMMONS FRWY,Aug 2019,FY2019,32.816379, -96.867418
PIZZA HUT/TACO BELL,Routine,08/08/2019,92,7751,BONNIE VIEW,,75241,7751 BONNIE VIEW RD,Aug 2019,FY2019,32.652794, -96.750772
BENT TREE CC MAIN,Routine,07/25/2019,94,5201,WESTGROVE,,75248,5201 WESTGROVE DR,Jul 2019,FY2019,32.978202, -96.820254
DISCOUNT FOOD BEER & WINE,Routine,08/05/2019,70,3627,BONNIE VIEW,#B,75216,3627 BONNIE VIEW RD #B,Aug 2019,FY2019,32.714165, -96.775785
CHOP HOUSE  GYRO,Routine,07/22/2019,74,5301,ALPHA,#A12,75240,5301 ALPHA RD #A12,Jul 2019,FY2019,32.932852, -96.816561
THE BREAKFAST BAR,Routine,08/02/2019,89,4507,2ND,,75030,4507 2ND AVE,Aug 2019,FY2019,34.002514, -118.319208
SISTERS CAFE,Routine,08/12/2019,90,3662,CAMP WISDOM,#1052,75237,3662 W CAMP WISDOM RD #1052,Aug 2019,FY2019,32.662038, -96.878952
ACCENT FOOD SERVICES- WEST DALE,Routine,07/22/2019,93,3100,MONTICELLO,#900,75205,3100 MONTICELLO AVE #900,Jul 2019,FY2019,32.826893, -96.785394
APATZINGAN TAQUERIA,Routine,07/18/2019,96,9732,WEBB CHAPEL,,75220,9732 WEBB CHAPEL RD,Jul 2019,FY2019,32.868568, -96.864647
FOXY CO,Routine,07/26/2019,88,921,RIVERFRONT,#300,75207,921 N RIVERFRONT BLVD #300,Jul 2019,FY2019,32.785854, -96.817278
SUNNY STREET CAFE,Routine,08/07/2019,90,18101,PRESTON,#106,75252,18101 PRESTON RD #106,Aug 2019,FY2019,32.998852, -96.797507
TAQUERIA TAXCO,Routine,08/06/2019,88,3025,WEBB CHAPEL,#103,75220,3025 WEBB CHAPEL EXT #103,Aug 2019,FY2019,32.858596, -96.868645
RESTAURANTE LEYLITA,Routine,07/30/2019,80,10031,MARSH,#112,75229,10031 MARSH LN #112,Jul 2019,FY2019,32.880966, -96.856273
IN-N-OUT BURGER #268,Routine,07/19/2019,97,15260,DALLAS,1,75248,15260 DALLAS PKWY BLDG 1,Jul 2019,FY2019,32.957151, -96.821205
FAMILY KARAOKE,Routine,08/02/2019,86,11433,GOODNIGHT,,75081,11433 GOODNIGHT LN,Aug 2019,FY2019,32.896867, -96.902099
HIGH FIVE,Routine,07/25/2019,80,1804,MCMILLAN,,75206,1804 MCMILLAN AVE,Jul 2019,FY2019,32.811819, -96.774734
CC WING 'N' TAQUERIA,Routine,07/15/2019,80,7470,GREENVILLE,,75231,7470 GREENVILLE AVE,Jul 2019,FY2019,32.882965, -96.759292
MIA'S MEXICAN RESTAURANT,Routine,07/24/2019,87,4909,COCKRELL HILL,#140,75236,4909 S COCKRELL HILL RD #140,Jul 2019,FY2019,32.685353, -96.891527
MOON WOK,Routine,07/12/2019,89,8670,SKILLMAN,,75243,8670 SKILLMAN ST,Jul 2019,FY2019,32.896282, -96.722174
RM 12:20 BISTRO,Routine,07/17/2019,90,9850,WALNUT HILL,#305,75238,9850 WALNUT HILL LN #305,Jul 2019,FY2019,32.87886, -96.71602
DALLAS FISH MARKET,Routine,07/30/2019,73,1501,MAIN,#FL1,75201,1501 MAIN ST #FL1,Jul 2019,FY2019,37.36596, -81.10256
WHITE ROCK COFFEE,Routine,07/16/2019,84,10211,PLANO,#104,75238,10211 PLANO RD #104,Jul 2019,FY2019,32.888768, -96.700459
FREEBIRDS,Routine,07/18/2019,87,5500,GREENVILLE,#209,75206,5500 GREENVILLE AVE #209,Jul 2019,FY2019,32.853549, -96.769299
EL VOCHITO TAQUERIA RETAURANTE,Routine,07/17/2019,86,140,BUCKNER,#A,75217,140 S BUCKNER BLVD #A,Jul 2019,FY2019,32.714525, -96.682919
SERVICE KING CLUB,Routine,02/19/2019,100,2500,VICTORY,,75201,2500 VICTORY AVE,Feb 2019,FY2019,32.79008, -96.811316
CIGARZ PIZZA,Routine,07/24/2019,89,7238,GASTON,,75214,7238 GASTON AVE,Jul 2019,FY2019,32.812681, -96.731953
RADIUS SPORTS BAR & GRILL,Routine,08/02/2019,83,2415,NORTHWEST,#108,75220,2415 W NORTHWEST HWY #108,Aug 2019,FY2019,32.858759, -96.88229
PACIUGO,Routine,07/23/2019,92,5600,LOVERS,#143,75209,5600 W LOVERS LN #143,Jul 2019,FY2019,32.851172, -96.816318
TAQUERIA LA UNION,Routine,07/15/2019,78,6326,C F HAWN,,75217,6326 C F HAWN FRWY,Jul 2019,FY2019,32.733325, -96.712156
ONE 90 SMOKED MEATS,Routine,07/19/2019,75,10240,NORTHWEST,,75238,10240 E NORTHWEST HWY,Jul 2019,FY2019,32.864088, -96.709507
JACK IN THE BOX,Routine,08/09/2019,85,1020,DAVIS,,75208,1020 W DAVIS ST,Aug 2019,FY2019,32.749502, -96.840086
TAQUERIA PEDRITOS,Routine,08/08/2019,80,321,JEFFERSON,,75203,321 E JEFFERSON BLVD,Aug 2019,FY2019,32.745125, -96.819783
HOTEL CRESCENT COURT (BANQUETS),Routine,07/18/2019,88,400,CRESCENT,,75201,400 CRESCENT CT,Jul 2019,FY2019,33.225171, -84.259354
