restaurant_name,inspection_type,inspection_date,inspection_score,street_number,street_name,street_unit,zip_code,street_address,inspection_month,inspection_year,lat,long
NEW CHINA CAFE,Routine,04/22/2019,89,2850,DAVIS,,75211,2850 W DAVIS ST,Apr 2019,FY2019,32.749529, -96.869242
LA PAISANITA TACOS,Routine,03/28/2019,93,440,DAVIS,,75208,440 W DAVIS ST,Mar 2019,FY2019,32.749465, -96.829992
PHO 95 INC,Routine,03/27/2019,75,9780,WALNUT,#120,75243,9780 WALNUT ST #120,Mar 2019,FY2019,32.923267, -96.718843
THE MERCURY GRILL,Routine,04/11/2019,95,11909,PRESTON,#1418,75230,11909 PRESTON RD #1418,Apr 2019,FY2019,32.911183, -96.80391
SUNNY WOK,Routine,01/24/2019,80,3207,KIRNWOOD,#117,75237,3207 KIRNWOOD DR #117,Jan 2019,FY2019,32.649103, -96.86975
T C GROCERY,Routine,02/21/2019,87,5050,CROZIER,,75215,5050 CROZIER ST,Feb 2019,FY2019,32.750848, -96.754151
MIKE'S CHICKEN,Routine,01/25/2019,96,4234,MAPLE,,75219,4234 MAPLE AVE,Jan 2019,FY2019,32.808237, -96.818783
CHIPOTLE MEXICAN GRILL,Routine,02/20/2019,100,6471,NORTHWEST,#150,75231,6471 E NORTHWEST HWY #150,Feb 2019,FY2019,30.551969, -95.502544
BROADWAY PIZZA,Routine,01/31/2019,91,700,PEARL,#104,75201,700 N PEARL EXPW #104,Jan 2019,FY2019,0,0
IHOP,Routine,01/24/2019,95,2310,STEMMONS,,75220,2310 STEMMONS TRL,Jan 2019,FY2019,32.86036, -96.889338
LA AZTECA MEAT MARKET,Routine,04/16/2019,92,3046,FOREST,B,75234,3046 FOREST LN B,Apr 2019,FY2019,32.909588, -96.874949
SUSHI/KITCHEN,Routine,05/02/2019,70,11422,HARRY HINES,#210,75229,11422 HARRY HINES BLVD #210,May 2019,FY2019,32.897195, -96.89172
WINNETKA ELEMENTARY SCHOOL,Routine,03/27/2019,98,1151,EDGEFIELD,,75208,1151 S EDGEFIELD AVE,Mar 2019,FY2019,32.734392, -96.844294
3 AMIGOS FOOD MART,Routine,03/28/2019,86,7052,MILITARY,,75227,7052 MILITARY PKWY,Mar 2019,FY2019,32.772094, -96.698007
WORLD TRADE CENTER CAFE,Routine,01/10/2019,89,2050,STEMMONS,,75207,2050 N STEMMONS FRWY,Jan 2019,FY2019,32.801934, -96.825878
UNCLE JULIO'S,Routine,04/01/2019,88,16150,DALLAS,,75248,16150 DALLAS PKWY,Apr 2019,FY2019,32.969783, -96.82107
K CONVENIENCE -LOUISIANA FAMOUS FRIED CHICKEN,Routine,01/17/2019,80,4818,SECOND,,75210,4818 SECOND AVE,Jan 2019,FY2019,35.346146, -89.902684
SUBWAY SANDWICH SHOP,Routine,02/21/2019,93,10325,LAKE JUNE,100,75217,10325 LAKE JUNE RD 100,Feb 2019,FY2019,32.73414, -96.646616
PICASSO'S PIZZA & GRILL,Follow-up,03/22/2019,81,7215,SKILLMAN,#300,75231,7215 SKILLMAN ST #300,Mar 2019,FY2019,32.880205, -96.734982
BEST WESTERN HOTEL,Routine,01/31/2019,86,2361,NORTHWEST,,75220,2361 W NORTHWEST HWY,Jan 2019,FY2019,32.859691, -96.885312
WOLFGANG PUCK LEVEL 18 YAKATORI & SUSHI BAR,Routine,04/25/2019,97,300,REUNION,,75202,300 REUNION BLVD E,Apr 2019,FY2019,32.774443, -96.808332
SWEETS BY SELINA,Routine,02/15/2019,94,1150,EMPIRE CENTRAL,#102,75247,1150 EMPIRE CENTRAL PL #102,Feb 2019,FY2019,32.823705, -96.875049
SALAZAR ELEMENTARY,Routine,04/18/2019,99,1120,RAVINIA,,75211,1120 S RAVINIA DR,Apr 2019,FY2019,32.732803, -96.868841
CIGARZ PIZZA,Routine,01/25/2019,86,7238,GASTON,,75214,7238 GASTON AVE,Jan 2019,FY2019,32.812681, -96.731953
BO BO CHINA RESTAURANT,Follow-up,05/03/2019,91,10630,NEW CHURCH,,75238,10630 NEW CHURCH RD,May 2019,FY2019,32.884636, -96.701219
SHOP N GO #12,Routine,02/14/2019,93,607,TYLER,,75208,607 S TYLER ST,Feb 2019,FY2019,32.739921, -96.837644
POTBELLY SANDWICH WORKS,Routine,01/11/2019,97,5921,FOREST,,75230,5921 FOREST LN,Jan 2019,FY2019,32.909545, -96.806068
AGGIES AFRICAN RESTAURANT LLC,Routine,01/23/2019,82,9205,SKILLMAN,#134,75243,9205 SKILLMAN ST #134,Jan 2019,FY2019,32.9029, -96.716255
CHICK-FIL-A,Routine,02/15/2019,90,1535,COCKRELL HILL,,75211,1535 N COCKRELL HILL RD,Feb 2019,FY2019,32.764016, -96.895536
LA MICHOACANA (CARNITAS),Routine,01/14/2019,82,8707,RL THORNTON,,75228,8707 E RL THORNTON FRWY,Jan 2019,FY2019,32.795814, -96.693256
KFC,Routine,03/09/2019,97,6130,MOCKINGBIRD,,75206,6130 E MOCKINGBIRD LN,Mar 2019,FY2019,32.836446, -96.760084
TORTILLERIA MI PUEBLO,Routine,01/26/2019,90,1703,CLARENDON,,75208,1703 W CLARENDON DR,Jan 2019,FY2019,32.734994, -96.848289
BIRRIERIA AGUINAGA,Routine,01/13/2019,86,2829,NORTHWEST,#520,75220,2829 W NORTHWEST HWY #520,Jan 2019,FY2019,32.85752, -96.873062
EGG ROLL YEH'S,Routine,03/14/2019,89,10518,NORTHWEST,,75238,10518 E NORTHWEST HWY,Mar 2019,FY2019,32.864194, -96.702918
JD'S BBQ,Routine,03/07/2019,89,311,JEFFERSON,,75208,311 W JEFFERSON BLVD,Mar 2019,FY2019,41.675004, -86.254223
BURGER KING,Routine,02/01/2019,91,1550,COCKRELL HILL,,75211,1550 N COCKRELL HILL RD,Feb 2019,FY2019,32.76405, -96.895382
FAMILY DOLLAR STORE #7822,Routine,01/22/2019,95,3324,ELSIE FAYE HEGGINS,,75215,3324 ELSIE FAYE HEGGINS ST,Jan 2019,FY2019,32.760807, -96.747022
NEW WEST,Routine,01/11/2019,91,6532,NORTHWEST,,75231,6532 E NORTHWEST HWY,Jan 2019,FY2019,32.856276, -96.747852
CORNER BAKERY,Routine,04/10/2019,87,12770,PARK CENTRAL,#160,75024,12770 PARK CENTRAL DR #160,Apr 2019,FY2019,32.920837, -96.777036
BUDWEISER EIGHTEEN 76 BAR,Routine,03/07/2019,100,2500,VICTORY,#1126,75201,2500 VICTORY AVE #1126,Mar 2019,FY2019,32.79008, -96.811316
TACO JOINT,Routine,02/05/2019,94,6112,LUTHER,,75225,6112 LUTHER LN,Feb 2019,FY2019,32.863614, -96.805955
EDOHANA SUSHI,Routine,02/28/2019,93,3839,MCKINNEY,#130,75204,3839 MCKINNEY AVE #130,Feb 2019,FY2019,32.809408, -96.795009
PHO BOWL,Routine,04/24/2019,90,2807,COMMERCE,,75226,2807 COMMERCE ST,Apr 2019,FY2019,30.057728, -94.78784
HENK'S EUROPEAN DELI,Routine,04/23/2019,70,5811,BLACKWELL,,75231,5811 BLACKWELL ST,Apr 2019,FY2019,32.866843, -96.765112
LUNA MART DELI,Routine,02/15/2019,100,2647,NORTHWEST,#A,75220,2647 W NORTHWEST HWY #A,Feb 2019,FY2019,32.85841, -96.877338
LA MICHOACANA (MEAT MARKET),Routine,01/29/2019,99,2600,ZANG,,75224,2600 S ZANG BLVD,Jan 2019,FY2019,32.716346, -96.830207
DOUBLETREE BY HILTON CAMPBELL CENTRE HOTEL (BAR),Routine,02/26/2019,98,8250,CENTRAL,,75206,8250 N CENTRAL EXPW,Feb 2019,FY2019,32.861738, -96.769845
TRINITY FOREST GOLF CLUB (COMMON LOUNGE BAR),Routine,01/25/2019,100,5000,GREAT TRINITY FOREST,,75217,5000 GREAT TRINITY FOREST WAY,Jan 2019,FY2019,32.710272, -96.727645
EL JIMADOR CLUB,Routine,03/30/2019,90,9745,HARRY HINES,,75220,9745 HARRY HINES BLVD,Mar 2019,FY2019,32.853057, -96.878655
LULU AUTHENTIC MEXICAN RE,Routine,01/26/2019,98,1234,NEWPORT,,75224,1234 NEWPORT AVE,Jan 2019,FY2019,32.725365, -96.843264
HARLOWE MXM (RIGHT),Routine,02/14/2019,89,2823,MAIN,,75226,2823 MAIN ST,Feb 2019,FY2019,39.075657, -94.585014
PEPE'S PIZZA HOUSE,Routine,04/24/2019,94,4210,CAMP WISDOM,#160,75237,4210 W CAMP WISDOM RD #160,Apr 2019,FY2019,32.66189, -96.88849
LITTLE CAESARS PIZZA,Routine,03/21/2019,91,655,ILLINOIS,1085,75224,655 W ILLINOIS AVE 1085,Mar 2019,FY2019,32.720401, -96.831739
APPLEBEE'S,Routine,03/20/2019,93,3426,ILLINOIS,,75211,3426 W ILLINOIS AVE,Mar 2019,FY2019,32.720245, -96.876152
PIZZA PATRON #0001,Routine,02/21/2019,91,1401,BUCKNER,#147,75217,1401 S BUCKNER BLVD #147,Feb 2019,FY2019,32.736269, -96.682977
ONE PERCENT,Routine,03/01/2019,89,11441,STEMMONS,#107,75229,11441 N STEMMONS FRWY #107,Mar 2019,FY2019,32.898919, -96.898515
ROSE MARIE HAGGAR ELEM SC,Routine,02/12/2019,100,17820,CAMPBELL,,75252,17820 CAMPBELL RD,Feb 2019,FY2019,32.99537, -96.80581
THE ALCOVE,Routine,03/02/2019,89,2907,STATE,,75204,2907 STATE ST,Mar 2019,FY2019,33.160513, -117.349463
JAPANESE  TAMPOPO,Routine,02/12/2019,80,6130,GREENVILLE,#100,75206,6130 GREENVILLE AVE #100,Feb 2019,FY2019,32.859672, -96.767972
"DOUG BOSTER GOURMET CATERING, LLC",Routine,03/14/2019,94,4903,DON,,75247,4903 DON DR,Mar 2019,FY2019,32.806874, -96.877317
TAQUERIA JUANITA BONITA,Routine,01/24/2019,88,6929,SCYENE,,75227,6929 SCYENE RD,Jan 2019,FY2019,32.763522, -96.7016
TIENDA MI MEXICO,Routine,04/30/2019,98,2739,NORTHWEST,,75220,2739 W NORTHWEST HWY,Apr 2019,FY2019,32.858335, -96.875267
EL KALENTANO,Routine,03/19/2019,98,4614,MAPLE,,75219,4614 MAPLE AVE,Mar 2019,FY2019,41.383871, -82.787314
ANGELO & VITO'S PIZZERIA,Routine,03/20/2019,91,4520,FRANKFORD,#400,75287,4520 FRANKFORD RD #400,Mar 2019,FY2019,32.99745, -96.831106
DOLLAR GENERAL STORE #13350,Routine,04/22/2019,93,1780,BELTLINE,,73253,1780 S BELTLINE RD,Apr 2019,FY2019,32.677688, -96.600473
WAL-MART SUPERCENTER #5147,Routine,01/23/2019,97,1521,COCKRELL HILL,,75211,1521 N COCKRELL HILL RD,Jan 2019,FY2019,32.763549, -96.895452
KFC,Routine,04/19/2019,94,9465,FOREST,,75243,9465 FOREST LN,Apr 2019,FY2019,40.926988, -95.875075
RACETRAC MARKET,Routine,01/10/2019,93,4510,TRINITY MILLS,,75287,4510 TRINITY MILLS RD,Jan 2019,FY2019,32.99004, -96.830065
MONTERREY BAKERY,Routine,01/28/2019,95,300,JEFFERSON,,75203,300 E JEFFERSON BLVD,Jan 2019,FY2019,32.744812, -96.820222
PHILLY TOWN,Routine,03/07/2019,80,600,PEARL,#G103,75201,600 N PEARL EXPW #G103,Mar 2019,FY2019,0,0
SHELL SHACK,Routine,03/20/2019,89,2326,HENDERSON,,75206,2326 N HENDERSON AVE,Mar 2019,FY2019,32.81468, -96.77833
POTBELLY SANDWICH WORKS,Routine,02/13/2019,98,13350,DALLAS,#600,75240,13350 DALLAS PKWY #600,Feb 2019,FY2019,32.930161, -96.820963
HIGHER GROUNDS,Routine,01/31/2019,97,700,PEARL,#H206,75201,700 N PEARL EXPW #H206,Jan 2019,FY2019,0,0
CIELO CREATIONS,Follow-up,02/27/2019,70,2711,HASKELL,#C3,75204,2711 N HASKELL AVE #C3,Feb 2019,FY2019,32.807044, -96.792783
A&A PIZZA,Routine,03/14/2019,84,900,CORINTH,,75203,900 S CORINTH ST,Mar 2019,FY2019,0,0
STIRR - UPSTAIRS PATIO BAR,Routine,01/30/2019,95,2803,MAIN,#110,75226,2803 MAIN ST #110,Jan 2019,FY2019,43.279126, -78.705137
URBAN AIR INDOOR TRAMPOLINE PARK,Routine,02/08/2019,91,14902,PRESTON,#1100,75254,14902 PRESTON RD #1100,Feb 2019,FY2019,32.951326, -96.803474
THE CROSSINGS BY SAVORY CATERING,Routine,04/16/2019,91,5429,LBJ,,75240,5429 LBJ FRWY,Apr 2019,FY2019,0,0
RAUL'S MEAT MARKET,Routine,03/07/2019,74,5334,SINGLETON,,75212,5334 SINGLETON BLVD,Mar 2019,FY2019,32.778484, -96.908582
JACK IN THE BOX 4820,Routine,01/11/2019,93,190,CONTINENTAL,,75207,190 CONTINENTAL AVE,Jan 2019,FY2019,32.783694, -96.816188
STARBUCKS,Routine,03/11/2019,96,14715,COIT,101,75254,14715 COIT RD STE 101,Mar 2019,FY2019,32.949787, -96.768976
DEL FRISCO'S GRILLE 1ST FLOOR,Routine,03/27/2019,98,3232,MCKINNEY,#175,75204,3232 MCKINNEY AVE #175,Mar 2019,FY2019,32.803813, -96.799698
WHATABURGER #657,Routine,04/29/2019,97,3105,FOREST,,75234,3105 FOREST LN,Apr 2019,FY2019,32.90979, -96.872397
BUY LOW FOOD CHUPACABRAS,Routine,01/28/2019,80,4825,ROSS,,75204,4825 ROSS AVE,Jan 2019,FY2019,32.806042, -96.776381
PARK LN FOOD TO GO,Routine,01/15/2019,85,8336,PARK,#B,75231,8336 PARK LN #B,Jan 2019,FY2019,32.871098, -96.761083
WIT'S END CLUB,Routine,05/07/2019,95,2724,ELM,,75226,2724 ELM ST,May 2019,FY2019,32.784626, -96.783747
SAN GALLITOS MEXICAN RESTUARANT,Routine,01/14/2019,85,9239,SKILLMAN,,75243,9239 SKILLMAN ST,Jan 2019,FY2019,32.903482, -96.71395
LINCOLN HIGH SCHOOL,Routine,05/09/2019,90,2826,ELSIE FAYE HEGGINS,,75215,2826 ELSIE FAYE HEGGINS ST,May 2019,FY2019,32.756587, -96.752148
RESTAURANTE & PANADERIA LATINA,Routine,01/14/2019,86,3221,DAVIS,,75211,3221 W DAVIS ST,Jan 2019,FY2019,32.749587, -96.87387
ICE CREAM SHOP & JUICE,Routine,02/08/2019,80,9702,BROCKBANK,#130,75220,9702 BROCKBANK DR #130,Feb 2019,FY2019,32.866938, -96.875352
CUMMINGS RECREATION CENTER,Routine,01/07/2019,95,2976,CUMMINGS,,75216,2976 CUMMINGS ST,Jan 2019,FY2019,32.699788, -96.770844
CANDLEWOOD DALLAS,Routine,01/17/2019,94,13939,NOEL,,75240,13939 NOEL RD,Jan 2019,FY2019,32.937416, -96.818037
TERRACE #5052 STAMPEDE STATION 334,Routine,02/14/2019,100,2500,VICTORY,#5052,75201,2500 VICTORY AVE TERR #5052,Feb 2019,FY2019,27.281226, -80.275011
TORTERIA GENESIS TO GO,Routine,04/20/2019,91,1346,MASTER,#150,75217,1346 N MASTER DR STE #150,Apr 2019,FY2019,40.844123, -84.9369
TACOS Y MAS,Routine,01/23/2019,77,2457,GUS THOMASSON,,75228,2457 GUS THOMASSON RD,Jan 2019,FY2019,32.798042, -96.634143
SPIRAL DINER & BAKERY,Routine,02/15/2019,83,1101,BECKLEY,,75203,1101 N BECKLEY AVE,Feb 2019,FY2019,32.608759, -96.823361
SANTA CLARA CATHOLIC CHURCH CAFETERIA,Routine,01/07/2019,91,321,CALUMET,,75211,321 CALUMET AVE,Jan 2019,FY2019,40.735824, -84.091261
BURGER KING #11862,Routine,03/07/2019,89,102,JEFFERSON,,75203,102 E JEFFERSON BLVD,Mar 2019,FY2019,32.743587, -96.822599
CORNER STORE #1192,Routine,01/15/2019,98,3511,DAVIS,,75211,3511 W DAVIS ST,Jan 2019,FY2019,32.749591, -96.877104
CHURCH'S CHICKEN #4757,Routine,01/16/2019,91,2516,INWOOD,,75235,2516 INWOOD RD,Jan 2019,FY2019,32.821906, -96.83563
MEN OF NEHEMIAH INC,Routine,04/29/2019,95,2010,AL LIPSCOMB,,75215,2010 AL LIPSCOMB WAY,Apr 2019,FY2019,32.766317, -96.777908
SALVATION ARMY,Routine,03/09/2019,84,5554,HARRY HINES,,75235,5554 HARRY HINES BLVD,Mar 2019,FY2019,32.815062, -96.841204
WAI KITCHEN,Routine,01/23/2019,87,4315,LEMMON,,75219,4315 LEMMON AVE,Jan 2019,FY2019,32.817207, -96.811885
TARGET/STARBUCKS,Routine,02/08/2019,93,13131,MONTFORT,#100,75240,13131 MONTFORT DR #100,Feb 2019,FY2019,32.92778, -96.811361
VALERO CORNER STORE #2117,Routine,02/28/2019,98,19109,PRESTON,,75252,19109 PRESTON RD,Feb 2019,FY2019,33.00783, -96.795575
JP DISCOUNT BEER & WINE,Routine,01/03/2019,81,9757,WEBB CHAPEL,,75220,9757 WEBB CHAPEL RD,Jan 2019,FY2019,32.868548, -96.864806
TO GO WINGS,Routine,01/11/2019,92,6412,SKILLMAN,,75231,6412 SKILLMAN ST,Jan 2019,FY2019,32.864286, -96.745021
HAMPTON INN & SUITES/ BREAKFAST KITCHEN,Routine,02/14/2019,84,10370,CENTRAL,,75231,10370 N CENTRAL EXPW,Feb 2019,FY2019,32.887254, -96.769583
DICKEY'S BARBECUE PIT #621,Routine,03/13/2019,83,4475,ADLER,#106,75211,4475 ADLER DR #106,Mar 2019,FY2019,32.762721, -96.893822
EPHESUS MEDITTERREAN GRILL,Routine,01/08/2019,81,10455,CENTRAL,#118,75231,10455 N CENTRAL EXPW #118,Jan 2019,FY2019,32.888793, -96.77012
WILMER HUTCHIN ISD CULINARY ARTS PROGRAM,Routine,05/10/2019,96,5520,LANGDON,,75241,5520 LANGDON RD,May 2019,FY2019,32.656445, -96.732483
6866 SHADY BROOK LLC,Routine,04/03/2019,80,6866,SHADY BROOK,,75231,6866 SHADY BROOK LN,Apr 2019,FY2019,32.87155, -96.737149
HENDERSON CHICKEN,Follow-up,04/29/2019,93,8266,ABRAMS,,75231,8266 ABRAMS RD,Apr 2019,FY2019,32.892509, -96.741009
THE DREAM CAFE,Routine,01/14/2019,80,2800,ROUTH,#170,75201,2800 ROUTH ST #170,Jan 2019,FY2019,32.798287, -96.80398
ABRAMS DELI,Routine,02/14/2019,88,9330,LBJ,#100,75231,9330 LBJ FRWY #100,Feb 2019,FY2019,0,0
THE CROSSROADS DINER,Routine,03/13/2019,91,17194,PRESTON,#101,75248,17194 PRESTON RD #101,Mar 2019,FY2019,32.983631, -96.802791
LA AZTECA MEAT MARKET DELI,Routine,03/18/2019,96,3701,NORTHWEST,#203,75220,3701 W NORTHWEST HWY #203,Mar 2019,FY2019,32.860684, -96.856674
RACETRAC PETROLEUM #476,Routine,01/25/2019,89,6675,CEDAR RIDGE,,75236,6675 CEDAR RIDGE DR,Jan 2019,FY2019,32.667732, -96.925743
CIRCO APP#53947,Routine,01/28/2019,91,2619,MCKINNEY,#120,75204,2619 MCKINNEY AVE #120,Jan 2019,FY2019,32.796974, -96.801564
O-DONUT OF DALLAS,Routine,01/25/2019,80,1117,CAMP WISDOM,,75232,1117 W CAMP WISDOM RD,Jan 2019,FY2019,32.644188, -97.017247
IHOP #3027,Routine,02/26/2019,93,7830,CENTRAL,,75206,7830 N CENTRAL EXPW,Feb 2019,FY2019,32.858873, -96.769859
PLATINUM MARKET / REMY BAR,Routine,02/19/2019,100,2500,VICTORY,#3005,75201,2500 VICTORY AVE PLTM #3005,Feb 2019,FY2019,32.79008, -96.811316
STOP & SHOP #2,Routine,01/16/2019,93,5328,LEMMON,,752096384,5328 LEMMON AVE,Jan 2019,FY2019,32.826622, -96.822565
PHO IS FOR LOVERS,Routine,01/17/2019,96,5521,GREENVILLE,#105,75206,5521 GREENVILLE AVE #105,Jan 2019,FY2019,32.853854, -96.769369
TERILLIS RESTAURANT & BAR,Routine,02/15/2019,90,2815,GREENVILLE,,75206,2815 GREENVILLE AVE,Feb 2019,FY2019,32.82322, -96.770152
EMPIRE DELI,Routine,01/25/2019,86,1140,EMPIRE CENTRAL,#130,75247,1140 EMPIRE CENTRAL DR #130,Jan 2019,FY2019,32.825078, -96.875295
EL CHAROLAZO COMIDA MEXICANA CON SABOR,Routine,04/13/2019,70,11200,HARRY HINES,#WXZ,75229,11200 HARRY HINES BLVD #WXZ,Apr 2019,FY2019,32.889045, -96.888727
DARYL'S BY WESTEND/DALLAS,Routine,01/15/2019,99,1801,GRIFFIN,,75202,1801 N GRIFFIN ST,Jan 2019,FY2019,32.783496, -96.804933
LOS GARCIA'S RESTAURANT,Routine,04/27/2019,88,10788,HARRY HINES,#G18,75220,10788 HARRY HINES BLVD #G18,Apr 2019,FY2019,32.874047, -96.883685
MICHELADAS RESTAURANT,Routine,01/15/2019,85,2828,WEBB CHAPEL,,75220,2828 WEBB CHAPEL EXT,Jan 2019,FY2019,32.856636, -96.87076
SUSHI BAYASHI,Routine,04/17/2019,81,3011,GULDEN,#106,75212,3011 GULDEN LN #106,Apr 2019,FY2019,32.778945, -96.827713
P F CHANG'S CHINA BISTRO,Routine,02/14/2019,88,225,NORTHPARK,,75225,225 NORTHPARK S/C,Feb 2019,FY2019,34.736902, -80.774243
MIDICI NEAPOLITAN PIZZA,Routine,02/19/2019,91,7825,FIREFALL,,75230,7825 FIREFALL WAY,Feb 2019,FY2019,0,0
HIHO GROCERY,Follow-up,03/05/2019,80,105,SANER,,75216,105 E SANER AVE,Mar 2019,FY2019,32.713133, -96.822725
MCDONALDS #4777,Complaint,03/25/2019,100,1000,COMMERCE,,75202,1000 COMMERCE ST,Mar 2019,FY2019,38.04006, -97.88158
DOMINO'S PIZZA #6915,Routine,02/06/2019,92,1050,WESTMORELAND,#110,75211,1050 N WESTMORELAND #110,Feb 2019,FY2019,0,0
KILO'S PECANS,Routine,04/22/2019,94,9334,RL THRONTON,#L-4,75228,9334 E RL THRONTON FRWY #L-4,Apr 2019,FY2019,0,0
TOM THUMB #2990 - MEAT & SEAFOOD,Routine,04/14/2019,86,7117,INWOOD,,75209,7117 INWOOD RD,Apr 2019,FY2019,44.73903, -93.701484
GATEWAY #27,Routine,02/27/2019,80,440,KIEST,,75224,440 W KIEST BLVD,Feb 2019,FY2019,32.705, -96.831412
JACK IN THE BOX #3758,Routine,02/04/2019,89,2405,ROYAL,,75229,2405 ROYAL LN,Feb 2019,FY2019,32.895937, -96.898896
WALGREENS #04624,Routine,02/01/2019,100,1460,ROBERT B CULLUM,,75210,1460 ROBERT B CULLUM BLVD,Feb 2019,FY2019,32.775688, -96.762726
DOCTORS BISTRO,Routine,02/19/2019,97,9009,WHITE ROCK,,75238,9009 WHITE ROCK TRL,Feb 2019,FY2019,32.870847, -96.728635
PHILLY PRETZEL FACTORY,Routine,01/14/2019,95,5601,LOVERS,#130,75209,5601 W LOVERS LN #130,Jan 2019,FY2019,32.851178, -96.817264
FIESTA MART BAKERY,Routine,02/05/2019,89,611,JEFFERSON,,75208,611 W JEFFERSON BLVD,Feb 2019,FY2019,32.743209, -96.833007
SONIC DRIVE-IN,Routine,04/23/2019,93,15205,MONTFORT,,75248,15205 MONTFORT DR,Apr 2019,FY2019,0,0
NOVA,Routine,03/13/2019,95,1417,DAVIS,,75208,1417 W DAVIS ST,Mar 2019,FY2019,32.749515, -96.844919
CAPTAIN D'S,Routine,01/29/2019,93,6216,RETAIL,,75231,6216 RETAIL RD,Jan 2019,FY2019,32.861695, -96.753151
SUSHI AXIOM,Routine,03/06/2019,84,5225,BELTLINE,#240,75251,5225 BELTLINE RD #240,Mar 2019,FY2019,32.95412, -96.817639
ROYAL DOLLAR & FOOD STORE,Routine,03/01/2019,99,10818,DENNIS,#103,75229,10818 DENNIS RD #103,Mar 2019,FY2019,32.895847, -96.881391
PANERA BREAD,Routine,01/31/2019,96,3826,LEMMON,,75219,3826 LEMMON AVE,Jan 2019,FY2019,32.812757, -96.806534
THE DRAFT HOUSE,Routine,01/25/2019,91,3940,ROSEMEADE,#170,75281,3940 ROSEMEADE PKWY #170,Jan 2019,FY2019,33.010428, -96.8453
SMOKE STACC,Routine,04/29/2019,100,2622,ERVAY,,75215,2622 S ERVAY ST,Apr 2019,FY2019,32.764421, -96.780464
7-ELEVEN CONVENIENCE STORE #12202A,Routine,03/19/2019,91,4438,LEMMON,,75219,4438 LEMMON AVE,Mar 2019,FY2019,32.818886, -96.813619
RESIDENCE INN PARK CENTRL,Routine,02/20/2019,92,7642,LBJ,,75251,7642 LBJ FRWY,Feb 2019,FY2019,0,0
LAVENDOU,Routine,01/28/2019,93,19009,PRESTON,#200,75252,19009 PRESTON RD #200,Jan 2019,FY2019,41.425322, -81.546092
E B COMSTOCK JR HIGH,Routine,04/17/2019,93,7800,HODDE,,75217,7800 HODDE ST,Apr 2019,FY2019,0,0
TIGER MART #81 / TACO CASINA,Routine,01/17/2019,96,2050,WESTMORELAND,#100,75211,2050 N WESTMORELAND RD #100,Jan 2019,FY2019,32.630123, -96.874204
LE MERIDIEN DALLAS BY THE GALLERIA (RESTAURANT),Routine,01/16/2019,94,13402,NOEL,,75240,13402 NOEL RD,Jan 2019,FY2019,32.931117, -96.817978
ONE MAIN PLACE 3RD FLOOR BANQUET/ PANTRY,Routine,03/22/2019,92,1201,MAIN,,75201,1201 MAIN ST,Mar 2019,FY2019,41.024999, -81.430786
TORTILLERIA QUIROGA,Routine,01/28/2019,88,2002,EDGEFIELD,,75224,2002 S EDGEFIELD AVE,Jan 2019,FY2019,32.726072, -96.844607
CREAMISTRY,Routine,02/15/2019,91,1929,GREENVILLE,,75206,1929 GREENVILLE AVE,Feb 2019,FY2019,32.814422, -96.770195
JACK IN THE BOX,Routine,02/12/2019,93,1020,DAVIS,,75208,1020 W DAVIS ST,Feb 2019,FY2019,32.749502, -96.840086
LA ADELITA RESTAURANT,Routine,02/26/2019,96,7630,MILITARY,,75227,7630 MILITARY PKWY,Feb 2019,FY2019,32.770638, -96.690114
WALKER'S BARBEQUE,Routine,01/15/2019,85,4715,MALCOLM X,,75215,4715 S MALCOLM X BLVD,Jan 2019,FY2019,32.755736, -96.752596
TORTAS LA HECHIZERA,Routine,03/13/2019,82,119,JEFFERSON,,75208,119 W JEFFERSON BLVD,Mar 2019,FY2019,34.01891, -118.273242
TAQUERIA MI TIERRITA,Routine,04/22/2019,80,2838,DAVIS,,75211,2838 W DAVIS ST,Apr 2019,FY2019,32.749529, -96.868304
PANDA EXPRESS #1374,Routine,03/06/2019,97,4390,DALLAS FT WORTH,#300,75211,4390 DALLAS FT WORTH TPKE #300,Mar 2019,FY2019,0,0
C-STORE ROYAL DENNIS,Routine,03/05/2019,92,2903,ROYAL,,75229,2903 ROYAL LN,Mar 2019,FY2019,32.895218, -96.88104
EATZI'S DELI,Routine,02/21/2019,98,6025,ROYAL,#208,75230,6025 ROYAL LN #208,Feb 2019,FY2019,32.894884, -96.802798
SNAP KITCHEN,Routine,01/27/2019,97,2222,MCKINNEY,#110,75201,2222 MCKINNEY AVE #110,Jan 2019,FY2019,32.793312, -96.80271
SPRAGUE WEST STADIUM,Routine,04/24/2019,100,3700,BOULDER,,75233,3700 BOULDER DR,Apr 2019,FY2019,32.210671, -101.496606
KUAI ASIAN KITCHEN,Routine,01/22/2019,84,13710,DALLAS,#G,75240,13710 DALLAS PKWY #G,Jan 2019,FY2019,32.934553, -96.821633
ED CAMPBELL CONCESSION- COTTON BOWL STAND #19-1N27,Routine,03/05/2019,100,3750,COTTON BOWL PLAZA,,75210,3750 COTTON BOWL PLAZA,Mar 2019,FY2019,32.778661, -96.760942
GATEWAY #2,Routine,02/21/2019,97,1739,ST AUGUSTINE,#B,75217,1739 S ST AUGUSTINE DR #B,Feb 2019,FY2019,32.681402, -96.657248
